Task,T1291
Scope 1/1, Sample 1/8 (JUNK)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-0.1,20.1,NaN,,,,,,
0.0200,28,-57.0,20.1,0.0005,,,,,,
0.0400,31,-57.6,20.1,0.0075,,,,,,
0.0900,54,-50.1,20.1,0.0020,,,,,,
0.1475,85,-35.2,20.1,0.0020,,,,,,
0.1830,115,-21.5,20.1,0.0010,,,,,,
0.2105,138,-12.7,20.1,0.0010,,,,,,
0.2710,164,-1.5,20.1,0.0025,,,,,,
0.4215,194,13.1,20.1,0.0050,,,,,,
0.6215,224,32.2,20.1,0.0065,81.96,1.91,,,,NaN
0.7915,255,49.6,20.1,0.0055,98.77,1.99,,,,NaN
0.9385,285,65.8,20.1,0.0050,132.65,2.12,,,,NaN
1.0715,315,85.4,20.1,0.0045,182.56,2.26,,,,NaN
1.1535,343,100.8,20.1,0.0030,236.58,2.37,,,,NaN
1.1870,479,108.0,20.0,0.0000,277.77,2.44,,,,NaN
1.2200,502,116.2,20.0,0.0015,322.59,2.51,,,,NaN
1.2475,526,125.4,20.0,0.0010,357.39,2.55,,,,NaN
1.2675,546,133.7,20.0,0.0010,395.79,2.60,,,,NaN
1.2875,564,143.3,20.0,0.0010,459.90,2.66,,,,NaN
1.3075,580,153.3,20.0,0.0015,458.57,2.66,,,,NaN
1.3275,595,162.9,20.0,0.0015,405.10,2.61,,,,NaN
1.3475,606,171.1,20.0,0.0015,348.85,2.54,,,,NaN
1.3705,617,178.6,20.0,0.0020,305.58,2.49,,,,NaN
1.4010,627,186.3,20.0,0.0030,255.88,2.41,,,,NaN
1.4425,635,194.3,20.0,0.0050,200.37,2.30,,,,NaN
1.4965,643,202.1,20.0,0.0070,,,,,,
1.5695,651,209.9,20.0,0.0095,,,,,,
1.6715,658,217.9,20.0,0.0145,,,,,,
1.8110,666,225.9,20.0,0.0185,,,,,,
2.0015,673,233.8,20.0,0.0290,,,,,,
Scope 1/1, Sample 2/8 (HT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-26.6,21.5,NaN,,,,,,
0.0200,20,-64.2,21.6,0.0010,,,,,,
0.0400,23,-64.6,21.6,0.0060,,,,,,
0.0900,40,-59.8,21.6,0.0030,,,,,,
0.2150,70,-38.4,21.5,0.0040,,,,,,
0.2675,100,-19.7,21.5,0.0015,,,,,,
0.2890,123,-11.6,21.5,0.0010,,,,,,
0.3295,148,-3.1,21.5,0.0015,,,,,,
0.4305,163,3.5,21.5,0.0065,,,,,,
0.6305,193,21.7,21.4,0.0065,,,,,,
0.7845,224,37.3,21.4,0.0050,68.61,1.84,,,,NaN
0.9280,254,50.6,21.4,0.0050,74.04,1.87,,,,NaN
1.1135,284,66.4,21.3,0.0060,103.16,2.01,,,,NaN
1.3135,289,81.4,21.3,0.0410,171.00,2.23,,,,NaN
1.5135,319,128.4,21.3,0.0065,331.36,2.52,,,,NaN
1.5335,456,136.1,21.2,0.0000,357.70,2.55,,,,NaN
1.5535,473,144.1,21.2,0.0010,353.84,2.55,,,,NaN
1.5735,488,153.5,21.2,0.0015,342.50,2.53,,,,NaN
1.5935,502,162.5,21.2,0.0015,394.67,2.60,,,,NaN
1.6135,514,170.2,21.1,0.0015,340.79,2.53,,,,NaN
1.6380,524,178.4,21.1,0.0025,296.43,2.47,,,,NaN
1.6660,534,185.8,21.1,0.0030,256.00,2.41,,,,NaN
1.7040,543,193.5,21.1,0.0045,206.84,2.32,,,,NaN
1.7555,551,201.4,21.1,0.0065,,,,,,
1.8255,559,209.3,21.1,0.0090,,,,,,
1.9210,566,217.2,21.1,0.0135,,,,,,
2.0520,573,225.2,21.1,0.0180,,,,,,
2.2285,581,233.1,21.1,0.0230,,,,,,
Scope 1/1, Sample 3/8 (HT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-22.8,21.1,NaN,,,,,,
0.0200,21,-64.3,21.2,0.0010,,,,,,
0.0400,24,-64.8,21.2,0.0060,,,,,,
0.0900,41,-60.2,21.2,0.0030,,,,,,
0.2150,71,-39.4,21.1,0.0040,,,,,,
0.2680,101,-20.6,21.1,0.0015,,,,,,
0.2890,123,-12.3,21.1,0.0010,,,,,,
0.3250,149,-4.2,21.1,0.0015,,,,,,
0.4150,167,3.3,21.1,0.0050,,,,,,
0.6150,197,20.3,21.1,0.0065,,,,,,
0.7995,227,38.1,21.0,0.0060,74.31,1.87,,,,NaN
0.9460,258,51.0,21.0,0.0050,80.78,1.91,,,,NaN
1.1435,288,67.0,21.0,0.0065,106.99,2.03,,,,NaN
1.3435,318,88.8,21.0,0.0065,164.84,2.22,,,,NaN
1.4525,348,109.6,21.0,0.0035,236.65,2.37,,,,NaN
1.4765,484,114.9,20.9,0.0000,270.75,2.43,,,,NaN
1.5085,506,122.9,20.9,0.0015,311.52,2.49,,,,NaN
1.5365,526,131.7,20.9,0.0015,342.51,2.53,,,,NaN
1.5565,546,139.8,20.9,0.0010,370.80,2.57,,,,NaN
1.5765,562,148.7,20.8,0.0010,427.78,2.63,,,,NaN
1.5965,577,157.8,20.8,0.0015,415.47,2.62,,,,NaN
1.6165,590,166.3,20.8,0.0015,366.44,2.56,,,,NaN
1.6365,602,173.6,20.8,0.0015,320.97,2.51,,,,NaN
1.6620,613,181.4,20.8,0.0025,279.72,2.45,,,,NaN
1.6940,623,188.9,20.8,0.0035,234.36,2.37,,,,NaN
1.7380,631,196.7,20.8,0.0055,,,,,,
1.7975,639,204.6,20.8,0.0075,,,,,,
1.8770,647,212.5,20.8,0.0100,,,,,,
1.9865,654,220.4,20.8,0.0150,,,,,,
2.1375,662,228.4,20.8,0.0190,,,,,,
Scope 1/1, Sample 4/8 (BT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-24.6,20.7,NaN,,,,,,
0.0200,21,-64.5,20.7,0.0010,,,,,,
0.0400,24,-64.9,20.7,0.0060,,,,,,
0.0900,38,-60.8,20.7,0.0035,,,,,,
0.2150,69,-39.6,20.7,0.0040,,,,,,
0.2610,99,-21.5,20.7,0.0015,,,,,,
0.2810,122,-13.2,20.7,0.0010,,,,,,
0.3185,145,-5.2,20.7,0.0015,,,,,,
0.4125,159,3.3,20.7,0.0070,,,,,,
0.6125,189,20.9,20.6,0.0065,,,,,,
0.8005,219,37.1,20.6,0.0060,78.94,1.90,,,,NaN
0.9895,249,54.4,20.6,0.0060,91.99,1.96,,,,NaN
1.1545,280,71.0,20.6,0.0055,117.07,2.07,,,,NaN
1.2985,310,87.5,20.6,0.0050,154.91,2.19,,,,NaN
1.4215,336,106.6,20.6,0.0050,218.57,2.34,,,,NaN
1.4595,476,115.9,20.5,0.0005,261.58,2.42,,,,NaN
1.4805,495,120.8,20.5,0.0010,288.00,2.46,,,,NaN
1.5165,517,131.2,20.5,0.0015,329.32,2.52,,,,NaN
1.5390,536,139.9,20.5,0.0010,360.32,2.56,,,,NaN
1.5590,552,148.5,20.5,0.0010,403.98,2.61,,,,NaN
1.5790,567,157.3,20.5,0.0015,405.96,2.61,,,,NaN
1.5990,580,165.8,20.5,0.0015,364.17,2.56,,,,NaN
1.6190,592,172.9,20.5,0.0015,318.47,2.50,,,,NaN
1.6465,603,181.3,20.5,0.0025,275.26,2.44,,,,NaN
1.6765,612,188.4,20.5,0.0035,234.83,2.37,,,,NaN
1.7200,621,196.3,20.5,0.0050,,,,,,
1.7785,628,204.2,20.5,0.0080,,,,,,
1.8565,636,212.1,20.5,0.0100,,,,,,
1.9650,643,220.1,20.5,0.0145,,,,,,
2.1120,651,228.0,20.5,0.0175,,,,,,
Scope 1/1, Sample 5/8 (BT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-21.8,20.2,NaN,,,,,,
0.0200,23,-64.7,20.2,0.0010,,,,,,
0.0400,26,-65.0,20.2,0.0070,,,,,,
0.0900,40,-60.9,20.2,0.0035,,,,,,
0.2150,70,-40.4,20.2,0.0040,,,,,,
0.2640,100,-22.5,20.2,0.0015,,,,,,
0.2840,124,-13.9,20.2,0.0010,,,,,,
0.3155,144,-7.2,20.2,0.0015,,,,,,
0.3945,170,3.1,20.2,0.0030,,,,,,
0.5910,200,18.8,20.2,0.0065,,,,,,
0.7910,231,35.3,20.2,0.0065,70.19,1.85,,,,NaN
0.9800,261,50.5,20.2,0.0065,81.33,1.91,,,,NaN
1.1800,291,68.9,20.2,0.0065,114.61,2.06,,,,NaN
1.3330,322,88.1,20.2,0.0050,160.55,2.21,,,,NaN
1.4260,350,103.4,20.2,0.0035,211.75,2.33,,,,NaN
1.4630,490,110.5,20.1,0.0005,252.31,2.40,,,,NaN
1.4990,514,119.1,20.1,0.0015,300.45,2.48,,,,NaN
1.5255,535,126.9,20.1,0.0015,331.89,2.52,,,,NaN
1.5470,554,135.1,20.1,0.0010,366.05,2.56,,,,NaN
1.5670,572,143.8,20.1,0.0010,427.29,2.63,,,,NaN
1.5870,588,153.6,20.1,0.0010,437.89,2.64,,,,NaN
1.6070,602,162.8,20.1,0.0015,396.31,2.60,,,,NaN
1.6270,614,170.5,20.0,0.0015,343.44,2.54,,,,NaN
1.6515,624,178.7,20.0,0.0025,298.19,2.47,,,,NaN
1.6790,634,185.9,20.0,0.0030,256.75,2.41,,,,NaN
1.7180,644,193.6,20.0,0.0040,204.87,2.31,,,,NaN
1.7715,653,201.6,20.0,0.0060,,,,,,
1.8430,661,209.4,20.0,0.0090,,,,,,
1.9425,669,217.5,20.0,0.0120,,,,,,
2.0755,677,225.4,20.0,0.0165,,,,,,
2.2600,685,233.3,20.0,0.0230,,,,,,
Scope 1/1, Sample 6/8 (BT 3)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-17.9,19.6,NaN,,,,,,
0.0200,24,-64.6,19.7,0.0010,,,,,,
0.0400,27,-64.8,19.7,0.0060,,,,,,
0.0900,40,-61.0,19.7,0.0035,,,,,,
0.2150,71,-40.8,19.6,0.0040,,,,,,
0.2635,101,-23.0,19.6,0.0015,,,,,,
0.2835,124,-14.0,19.6,0.0010,,,,,,
0.3120,144,-7.9,19.6,0.0015,,,,,,
0.3835,162,0.2,19.6,0.0040,,,,,,
0.5625,192,15.5,19.6,0.0060,,,,,,
0.7625,222,31.1,19.6,0.0065,70.23,1.85,,,,NaN
0.9625,252,47.5,19.6,0.0065,81.22,1.91,,,,NaN
1.1540,282,65.0,19.6,0.0065,112.35,2.05,,,,NaN
1.3105,313,83.6,19.6,0.0050,158.40,2.20,,,,NaN
1.4140,343,101.5,19.6,0.0035,214.01,2.33,,,,NaN
1.4460,480,107.3,19.5,0.0000,252.34,2.40,,,,NaN
1.4875,505,117.0,19.5,0.0015,308.65,2.49,,,,NaN
1.5145,528,125.2,19.5,0.0010,344.56,2.54,,,,NaN
1.5345,550,133.0,19.5,0.0010,372.21,2.57,,,,NaN
1.5545,568,142.1,19.5,0.0010,446.44,2.65,,,,NaN
1.5745,585,152.2,19.5,0.0010,456.55,2.66,,,,NaN
1.5945,600,162.0,19.5,0.0015,413.23,2.62,,,,NaN
