"Task","T3072"
"Scope 1/1, Sample 1/3 (JUNK2)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","270.8","22.4","NaN","","","","","",""
"0.0200","3","270.5","22.4","0.0060","","","","","",""
"0.0400","6","270.5","22.4","0.0060","","","","","",""
"0.0900","10","270.6","22.4","0.0135","","","","","",""
"0.2150","14","271.3","22.4","0.0345","","","","","",""
"0.4150","18","272.5","22.4","0.0490","","","","","",""
"0.6150","22","273.7","22.4","0.0445","","","","","",""
"0.8150","27","274.9","22.4","0.0415","","","","","",""
"1.0150","31","276.0","22.4","0.0515","","","","","",""
"1.2150","35","277.1","22.4","0.0500","","","","","",""
"1.4150","39","278.1","22.4","0.0475","","","","","",""
"1.6150","43","279.1","22.4","0.0475","","","","","",""
"1.8150","47","279.9","22.4","0.0490","","","","","",""
"2.0150","51","280.8","22.4","0.0455","","","","","",""
"2.2150","56","281.7","22.4","0.0445","","","","","",""
"2.4150","59","282.5","22.4","0.0605","","","","","",""
"2.6150","63","283.3","22.4","0.0475","","","","","",""
"2.8150","67","284.1","22.4","0.0475","","","","","",""
"3.0150","71","284.9","22.4","0.0455","","","","","",""
"3.2150","75","285.5","22.4","0.0455","","","","","",""
"3.4150","80","286.2","22.4","0.0445","","","","","",""
"3.5600","83","286.7","22.4","0.0485","","","","","",""
"Scope 1/1, Sample 2/3 (QT1)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","165.5","23.0","NaN","","","","","",""
"0.0200","3","161.8","23.1","0.0060","","","","","",""
"0.0400","17","166.5","23.1","0.0015","","","","","",""
"0.0900","34","181.3","23.1","0.0030","","","","","",""
"0.1320","46","189.8","23.1","0.0035","","","","","",""
"0.2370","56","204.1","23.1","0.0100","","","","","",""
"0.4115","65","217.8","23.1","0.0190","","","","","",""
"0.6115","73","227.9","23.1","0.0265","","","","","",""
"0.8115","79","234.9","23.1","0.0335","","","","","",""
"1.0115","85","240.6","23.1","0.0315","","","","","",""
"1.2115","91","245.1","23.1","0.0315","","","","","",""
"1.4115","97","248.9","23.1","0.0335","","","","","",""
"1.6115","103","252.2","23.1","0.0355","","","","","",""
"1.8115","108","255.1","23.1","0.0415","","","","","",""
"2.0115","113","257.6","23.1","0.0425","","","","","",""
"2.2115","118","260.0","23.1","0.0425","","","","","",""
"2.4115","123","262.2","23.1","0.0415","","","","","",""
"2.6115","128","264.0","23.1","0.0415","","","","","",""
