Task,T1187
Scope 1/1, Sample 1/9 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-39.5,22.9,NaN,,,,,,
0.0200,16,-63.7,23.1,0.0010,,,,,,
0.0400,19,-64.0,23.1,0.0060,,,,,,
0.0900,40,-56.6,23.0,0.0025,,,,,,
0.1470,70,-42.8,22.9,0.0020,,,,,,
0.1880,100,-29.5,22.9,0.0015,,,,,,
0.2245,130,-16.7,22.8,0.0010,,,,,,
0.2665,155,-4.9,22.7,0.0015,,,,,,
0.3375,170,3.4,22.7,0.0045,,,,,,
0.5150,201,23.1,22.6,0.0060,,,,,,
0.6660,231,40.5,22.5,0.0050,95.46,1.98,,,,NaN
0.7995,261,56.3,22.5,0.0045,106.38,2.03,,,,NaN
0.9315,291,71.0,22.4,0.0045,132.32,2.12,,,,NaN
1.0835,322,89.9,22.3,0.0050,190.30,2.28,,,,NaN
1.2000,350,114.3,22.3,0.0040,298.58,2.48,,,,NaN
1.2225,489,120.8,22.0,0.0000,348.28,2.54,,,,NaN
1.2425,506,127.7,22.0,0.0010,376.27,2.58,,,,NaN
1.2625,523,136.3,22.0,0.0010,392.92,2.59,,,,NaN
1.2825,540,146.5,21.9,0.0010,459.84,2.66,,,,NaN
1.3025,554,157.1,21.9,0.0015,471.03,2.67,,,,NaN
1.3225,566,167.0,21.9,0.0015,411.12,2.61,,,,NaN
1.3425,576,175.0,21.9,0.0020,355.54,2.55,,,,NaN
1.3675,585,183.3,21.9,0.0025,306.86,2.49,,,,NaN
1.3965,594,190.5,21.9,0.0035,258.13,2.41,,,,NaN
1.4395,601,198.7,21.8,0.0060,,,,,,
1.4950,608,206.7,21.8,0.0075,,,,,,
1.5685,616,214.4,21.8,0.0100,,,,,,
1.6730,623,222.4,21.8,0.0160,,,,,,
1.8140,629,230.3,21.8,0.0225,,,,,,
Scope 1/1, Sample 2/9 (ACR-256_20201103_4)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,8.8,19.2,NaN,,,,,,
0.0200,27,-51.3,19.2,0.0005,,,,,,
0.0400,30,-51.7,19.2,0.0055,,,,,,
0.0900,61,-41.0,19.2,0.0015,,,,,,
0.1185,91,-29.7,19.2,0.0010,,,,,,
0.1400,115,-21.4,19.2,0.0010,,,,,,
0.1830,145,-8.8,19.2,0.0015,,,,,,
0.2545,172,3.2,19.2,0.0025,,,,,,
0.4215,202,19.8,19.2,0.0055,,,,,,
