Task,T1186
Scope 1/1, Sample 1/9 (JUNK)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-5.5,19.5,NaN,,,,,,
0.0200,26,-53.6,19.5,0.0010,,,,,,
0.0400,29,-53.9,19.5,0.0075,,,,,,
0.0900,59,-36.5,19.5,0.0015,,,,,,
0.1100,89,-22.7,19.5,0.0005,,,,,,
0.1300,114,-13.2,19.5,0.0010,,,,,,
0.1795,142,-0.8,19.5,0.0020,,,,,,
0.2995,172,14.7,19.6,0.0040,,,,,,
0.4995,202,37.1,19.6,0.0065,110.35,2.04,,,,NaN
0.6650,232,63.1,19.6,0.0055,198.73,2.30,,,,NaN
0.7375,262,82.6,19.6,0.0025,271.61,2.43,,,,NaN
0.7720,282,91.2,19.6,0.0015,321.41,2.51,,,,NaN
0.8410,308,112.0,19.6,0.0025,431.59,2.64,,,,NaN
0.8630,446,118.7,19.6,0.0000,461.69,2.66,,,,NaN
0.8885,466,133.7,19.5,0.0015,494.99,2.69,,,,NaN
0.9085,482,148.7,19.5,0.0015,588.97,2.77,,,,NaN
0.9285,495,162.8,19.5,0.0015,572.34,2.76,,,,NaN
0.9485,505,174.0,19.5,0.0020,461.03,2.66,,,,NaN
0.9685,514,182.3,19.5,0.0020,392.91,2.59,,,,NaN
0.9940,522,190.1,19.5,0.0030,333.62,2.52,,,,NaN
1.0295,530,198.3,19.5,0.0045,,,,,,
1.0755,537,206.2,19.5,0.0065,,,,,,
1.1380,544,214.0,19.5,0.0085,,,,,,
1.2260,551,222.1,19.5,0.0120,,,,,,
1.3445,558,230.1,19.5,0.0160,,,,,,
Scope 1/1, Sample 2/9 (POC-346_20201105_8)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,8.1,19.3,NaN,,,,,,
0.0200,28,-49.1,19.4,0.0005,,,,,,
0.0400,31,-49.6,19.4,0.0075,,,,,,
0.0900,61,-37.4,19.4,0.0015,,,,,,
0.1115,89,-26.6,19.4,0.0010,,,,,,
0.1315,113,-18.6,19.3,0.0010,,,,,,
0.1815,143,-4.8,19.4,0.0015,,,,,,
0.2640,158,3.6,19.4,0.0055,,,,,,
0.4640,188,23.4,19.4,0.0065,,,,,,
0.6300,218,43.2,19.4,0.0055,119.52,2.08,,,,NaN
0.7420,248,60.7,19.4,0.0035,141.75,2.15,,,,NaN
0.8195,275,73.8,19.4,0.0030,165.00,2.22,,,,NaN
0.9075,299,86.2,19.4,0.0035,190.67,2.28,,,,NaN
1.0450,325,112.3,19.4,0.0055,277.95,2.44,,,,NaN
1.0765,464,121.1,19.4,0.0000,330.00,2.52,,,,NaN
1.0965,481,128.1,19.4,0.0010,352.79,2.55,,,,NaN
1.1165,497,136.0,19.4,0.0010,375.39,2.57,,,,NaN
1.1365,512,145.1,19.4,0.0015,423.43,2.63,,,,NaN
1.1565,527,155.2,19.4,0.0015,448.56,2.65,,,,NaN
1.1765,538,164.4,19.4,0.0020,400.47,2.60,,,,NaN
1.1965,549,172.4,19.4,0.0020,347.86,2.54,,,,NaN
1.2195,559,179.9,19.4,0.0025,304.40,2.48,,,,NaN
1.2500,567,187.9,19.4,0.0035,256.21,2.41,,,,NaN
1.2875,576,195.5,19.4,0.0045,,,,,,
1.3385,583,203.2,19.4,0.0070,,,,,,
1.4085,591,211.2,19.4,0.0090,,,,,,
1.5035,598,219.2,19.4,0.0140,,,,,,
1.6315,606,227.0,19.4,0.0170,,,,,,
Scope 1/1, Sample 3/9 (POR-365_20201104_6)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,10.7,18.7,NaN,,,,,,
0.0200,28,-50.5,18.7,0.0005,,,,,,
0.0400,31,-51.1,18.7,0.0075,,,,,,
0.0900,61,-40.5,18.7,0.0015,,,,,,
0.1180,91,-29.5,18.7,0.0010,,,,,,
0.1405,117,-20.3,18.7,0.0010,,,,,,
0.1780,148,-9.1,18.8,0.0010,,,,,,
0.2505,176,3.1,18.8,0.0025,,,,,,
0.4190,207,18.3,18.8,0.0055,,,,,,
0.6190,237,37.4,18.8,0.0065,94.85,1.98,,,,NaN
0.7760,267,56.0,18.8,0.0050,119.55,2.08,,,,NaN
0.8850,297,72.5,18.8,0.0035,150.20,2.18,,,,NaN
0.9680,324,85.3,18.8,0.0030,180.53,2.26,,,,NaN
1.0700,350,102.5,18.8,0.0040,236.61,2.37,,,,NaN
1.1135,491,112.1,18.9,0.0005,291.20,2.46,,,,NaN
1.1410,512,120.1,18.9,0.0015,332.06,2.52,,,,NaN
1.1620,530,127.3,18.9,0.0010,360.77,2.56,,,,NaN
1.1820,549,135.7,18.9,0.0010,403.31,2.61,,,,NaN
1.2020,566,145.3,18.9,0.0010,466.81,2.67,,,,NaN
1.2220,581,155.7,18.9,0.0015,458.31,2.66,,,,NaN
1.2420,593,165.2,18.9,0.0015,401.94,2.60,,,,NaN
1.2620,604,173.3,18.9,0.0020,346.27,2.54,,,,NaN
1.2855,614,180.9,18.9,0.0025,303.17,2.48,,,,NaN
1.3165,623,188.5,18.9,0.0035,252.68,2.40,,,,NaN
1.3595,632,196.6,18.9,0.0050,,,,,,
1.4145,639,204.1,18.9,0.0085,,,,,,
1.4950,646,212.5,18.9,0.0110,,,,,,
1.5955,653,220.0,18.9,0.0135,,,,,,
1.7440,661,228.2,19.0,0.0195,,,,,,
Scope 1/1, Sample 4/9 (POR-340_20201104_5)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,8.5,18.5,NaN,,,,,,
0.0200,28,-51.9,18.5,0.0005,,,,,,
0.0400,31,-52.5,18.5,0.0075,,,,,,
0.0900,58,-43.7,18.5,0.0020,,,,,,
0.1315,89,-31.1,18.6,0.0015,,,,,,
0.1620,119,-19.1,18.6,0.0010,,,,,,
0.1935,144,-10.0,18.6,0.0015,,,,,,
0.2690,165,0.1,18.6,0.0035,,,,,,
0.4580,195,17.4,18.6,0.0065,,,,,,
0.6580,225,35.5,18.6,0.0065,91.61,1.96,,,,NaN
0.8375,255,55.2,18.7,0.0060,113.67,2.06,,,,NaN
0.9565,286,71.9,18.7,0.0040,137.39,2.14,,,,NaN
1.0460,311,84.7,18.7,0.0035,161.98,2.21,,,,NaN
1.1570,337,101.0,18.7,0.0045,209.37,2.32,,,,NaN
1.2100,476,111.3,18.7,0.0005,258.05,2.41,,,,NaN
1.2410,482,118.5,18.7,0.0050,296.65,2.47,,,,NaN
1.2700,502,128.3,18.7,0.0015,334.51,2.52,,,,NaN
1.2900,518,136.1,18.7,0.0010,364.99,2.56,,,,NaN
1.3100,534,145.0,18.7,0.0010,420.15,2.62,,,,NaN
1.3300,547,153.8,18.7,0.0015,424.45,2.63,,,,NaN
1.3500,560,162.9,18.7,0.0015,379.80,2.58,,,,NaN
1.3700,570,170.6,18.7,0.0020,330.67,2.52,,,,NaN
1.3945,579,178.3,18.7,0.0025,289.53,2.46,,,,NaN
1.4255,588,185.8,18.8,0.0035,244.70,2.39,,,,NaN
1.4680,597,194.0,18.8,0.0045,193.85,2.29,,,,NaN
1.5205,605,201.4,18.8,0.0065,,,,,,
1.5985,613,209.7,18.8,0.0095,,,,,,
1.6990,620,217.4,18.8,0.0135,,,,,,
1.8440,628,225.5,18.8,0.0175,,,,,,
2.0360,636,233.4,18.8,0.0255,,,,,,
Scope 1/1, Sample 5/9 (POC-358_20201104_5)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,6.3,18.4,NaN,,,,,,
0.0200,28,-52.3,18.4,0.0005,,,,,,
0.0400,31,-52.7,18.4,0.0075,,,,,,
0.0900,55,-44.1,18.4,0.0020,,,,,,
0.1330,85,-30.6,18.4,0.0015,,,,,,
0.1610,116,-18.6,18.5,0.0010,,,,,,
0.1885,137,-11.0,18.5,0.0015,,,,,,
0.2575,159,-0.3,18.5,0.0030,,,,,,
0.4300,190,16.2,18.5,0.0055,,,,,,
0.6300,220,34.0,18.5,0.0065,91.48,1.96,,,,NaN
0.8240,250,54.9,18.5,0.0065,112.37,2.05,,,,NaN
0.9465,280,72.5,18.6,0.0040,137.36,2.14,,,,NaN
1.0300,305,83.4,18.6,0.0035,161.85,2.21,,,,NaN
1.1625,332,104.4,18.6,0.0050,221.61,2.35,,,,NaN
1.2040,473,113.1,18.6,0.0005,270.99,2.43,,,,NaN
1.2325,493,120.5,18.7,0.0015,310.01,2.49,,,,NaN
1.2575,511,128.7,18.7,0.0015,342.99,2.54,,,,NaN
1.2775,526,136.7,18.7,0.0015,373.93,2.57,,,,NaN
1.2975,542,145.8,18.7,0.0010,434.94,2.64,,,,NaN
1.3175,556,155.1,18.7,0.0015,430.32,2.63,,,,NaN
1.3375,569,164.0,18.7,0.0015,381.96,2.58,,,,NaN
1.3575,580,171.9,18.7,0.0020,332.69,2.52,,,,NaN
1.3810,588,179.2,18.7,0.0030,292.54,2.47,,,,NaN
1.4130,598,187.0,18.7,0.0035,244.54,2.39,,,,NaN
1.4560,606,195.1,18.7,0.0055,192.41,2.28,,,,NaN
1.5100,614,202.7,18.7,0.0065,,,,,,
1.5870,622,210.7,18.7,0.0095,,,,,,
1.6900,629,218.6,18.7,0.0140,,,,,,
1.8335,636,226.6,18.7,0.0195,,,,,,
2.0300,644,234.6,18.7,0.0245,,,,,,
Scope 1/1, Sample 6/9 (ACR-220_20201103_3)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,14.1,18.4,NaN,,,,,,
0.0200,28,-49.5,18.5,0.0005,,,,,,
0.0400,31,-50.3,18.5,0.0075,,,,,,
0.0900,60,-40.5,18.5,0.0015,,,,,,
0.1235,91,-28.8,18.5,0.0010,,,,,,
0.1490,119,-18.6,18.5,0.0010,,,,,,
0.1840,147,-8.4,18.5,0.0010,,,,,,
0.2595,175,3.2,18.6,0.0025,,,,,,
0.4485,205,19.6,18.6,0.0065,,,,,,
0.6485,235,37.6,18.6,0.0065,87.97,1.94,,,,NaN
0.8195,266,56.6,18.6,0.0055,117.69,2.07,,,,NaN
0.9350,296,73.6,18.6,0.0040,151.49,2.18,,,,NaN
1.0180,321,86.5,18.6,0.0035,184.18,2.27,,,,NaN
1.1150,348,103.5,18.7,0.0035,242.13,2.38,,,,NaN
1.1555,492,112.8,18.7,0.0005,293.73,2.47,,,,NaN
1.1820,512,120.1,18.7,0.0015,329.13,2.52,,,,NaN
1.2065,531,128.6,18.7,0.0015,362.13,2.56,,,,NaN
1.2265,549,137.2,18.7,0.0010,404.13,2.61,,,,NaN
1.2465,565,147.1,18.8,0.0015,460.56,2.66,,,,NaN
1.2665,581,157.4,18.8,0.0015,443.47,2.65,,,,NaN
1.2865,592,166.2,18.8,0.0015,382.38,2.58,,,,NaN
1.3075,603,174.2,18.8,0.0020,331.96,2.52,,,,NaN
1.3320,613,181.5,18.8,0.0025,289.61,2.46,,,,NaN
1.3665,622,189.6,18.8,0.0035,235.72,2.37,,,,NaN
1.4095,630,197.0,18.8,0.0050,,,,,,
1.4715,638,205.2,18.8,0.0075,,,,,,
1.5510,646,212.9,18.8,0.0100,,,,,,
1.6640,654,221.0,18.8,0.0145,,,,,,
1.8170,661,228.9,18.8,0.0205,,,,,,
Scope 1/1, Sample 7/9 (POC-369_20201104_5)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,8.8,18.5,NaN,,,,,,
0.0200,28,-52.0,18.5,0.0005,,,,,,
0.0400,31,-52.6,18.6,0.0075,,,,,,
0.0900,54,-45.4,18.6,0.0020,,,,,,
0.1525,84,-29.0,18.6,0.0020,,,,,,
0.1860,115,-14.7,18.6,0.0010,,,,,,
0.2090,136,-7.8,18.6,0.0010,,,,,,
0.2665,155,-0.3,18.6,0.0030,,,,,,
0.4105,185,16.9,18.6,0.0050,,,,,,
0.5565,215,29.6,18.6,0.0050,,,,,,
0.7565,245,45.7,18.7,0.0065,82.38,1.92,,,,NaN
0.9565,275,65.0,18.7,0.0065,116.83,2.07,,,,NaN
1.0965,306,84.5,18.7,0.0045,163.02,2.21,,,,NaN
1.1755,330,98.0,18.7,0.0030,204.56,2.31,,,,NaN
1.2520,353,112.8,18.7,0.0035,264.66,2.42,,,,NaN
1.2885,490,121.9,18.8,0.0005,312.10,2.49,,,,NaN
1.3135,510,130.1,18.8,0.0010,339.59,2.53,,,,NaN
1.3335,528,137.9,18.8,0.0010,363.22,2.56,,,,NaN
1.3535,544,147.1,18.8,0.0010,411.29,2.61,,,,NaN
1.3735,559,156.3,18.8,0.0015,420.23,2.62,,,,NaN
1.3935,572,165.1,18.8,0.0015,369.12,2.57,,,,NaN
1.4135,583,172.4,18.8,0.0020,323.69,2.51,,,,NaN
1.4395,594,180.2,18.8,0.0025,281.25,2.45,,,,NaN
1.4720,603,187.8,18.8,0.0035,234.35,2.37,,,,NaN
1.5155,612,195.6,18.8,0.0045,,,,,,
1.5740,621,203.4,18.8,0.0065,,,,,,
1.6545,629,211.3,18.8,0.0100,,,,,,
1.7650,636,219.3,18.8,0.0145,,,,,,
1.9170,644,227.3,18.8,0.0185,,,,,,
Scope 1/1, Sample 8/9 (POC-254_20201103_3)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,11.5,18.6,NaN,,,,,,
0.0200,28,-50.9,18.6,0.0005,,,,,,
0.0400,31,-51.6,18.6,0.0075,,,,,,
0.0900,60,-42.4,18.6,0.0015,,,,,,
0.1280,90,-30.7,18.6,0.0015,,,,,,
0.1585,120,-18.9,18.7,0.0010,,,,,,
0.1920,147,-9.4,18.7,0.0010,,,,,,
0.2675,178,3.1,18.7,0.0025,,,,,,
0.4345,208,18.2,18.7,0.0055,,,,,,
0.6345,238,34.3,18.7,0.0065,,,,,,
