Task,T545
Scope 1/1, Sample 1/9 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-49.3,23.3,NaN,,,,,,
0.0200,19,-72.9,23.3,0.0010,,,,,,
0.0400,22,-73.3,23.3,0.0065,,,,,,
0.0900,40,-67.3,23.3,0.0030,,,,,,
0.1800,70,-49.1,23.3,0.0030,,,,,,
0.2265,100,-32.5,23.3,0.0015,,,,,,
0.2520,128,-21.0,23.3,0.0010,,,,,,
0.2805,150,-12.9,23.3,0.0015,,,,,,
0.3515,173,-0.4,23.3,0.0030,,,,,,
0.4990,203,20.3,23.3,0.0050,,,,,,
0.6430,207,33.3,23.3,0.0345,95.13,1.98,,,,NaN
0.8430,237,57.5,23.3,0.0065,121.05,2.08,,,,NaN
0.9415,268,72.2,23.3,0.0030,158.76,2.20,,,,NaN
1.0280,285,81.9,23.3,0.0050,204.42,2.31,,,,NaN
1.2210,314,133.4,23.3,0.0065,352.90,2.55,,,,NaN
1.2410,449,144.4,23.3,0.0000,341.43,2.53,,,,NaN
1.2610,462,154.1,23.3,0.0015,325.72,2.51,,,,NaN
1.2810,473,163.1,23.3,0.0020,353.40,2.55,,,,NaN
1.3010,483,170.2,23.3,0.0020,328.00,2.52,,,,NaN
1.3290,492,178.6,23.3,0.0030,283.32,2.45,,,,NaN
1.3610,501,185.9,23.3,0.0035,233.26,2.37,,,,NaN
1.4065,509,193.9,23.3,0.0055,181.09,2.26,,,,NaN
1.4665,518,201.7,23.3,0.0070,,,,,,
1.5485,526,209.6,23.3,0.0105,,,,,,
1.6615,533,217.6,23.3,0.0155,,,,,,
1.8140,540,225.5,23.3,0.0205,,,,,,
2.0140,548,233.2,23.3,0.0255,,,,,,
Scope 1/1, Sample 2/9 (POC-346)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-29.0,23.2,NaN,,,,,,
0.0200,22,-61.5,23.2,0.0010,,,,,,
0.0400,25,-61.8,23.2,0.0070,,,,,,
0.0900,50,-52.9,23.2,0.0020,,,,,,
0.1300,81,-41.0,23.2,0.0015,,,,,,
0.1625,110,-29.8,23.2,0.0010,,,,,,
0.2025,140,-17.6,23.2,0.0015,,,,,,
0.2625,170,-4.3,23.2,0.0020,,,,,,
0.3605,184,3.5,23.2,0.0070,,,,,,
0.5605,215,26.7,23.2,0.0065,,,,,,
0.6555,245,41.2,23.2,0.0030,,,,,,
0.7355,268,50.1,23.2,0.0035,82.84,1.92,,,,NaN
0.9345,272,58.9,23.2,0.0540,106.95,2.03,,,,NaN
1.1345,302,90.0,23.2,0.0065,178.85,2.25,,,,NaN
1.1875,318,99.7,23.2,0.0035,213.33,2.33,,,,NaN
1.2630,336,115.8,23.2,0.0040,282.55,2.45,,,,NaN
1.2950,473,124.2,23.2,0.0000,313.27,2.50,,,,NaN
1.3195,489,132.7,23.2,0.0015,329.30,2.52,,,,NaN
1.3395,503,140.6,23.2,0.0015,365.24,2.56,,,,NaN
1.3595,516,149.3,23.2,0.0015,393.01,2.59,,,,NaN
1.3795,528,158.0,23.2,0.0015,374.07,2.57,,,,NaN
1.3995,538,165.4,23.2,0.0020,328.51,2.52,,,,NaN
1.4250,548,173.5,23.2,0.0025,286.45,2.46,,,,NaN
1.4540,557,181.1,23.2,0.0035,247.03,2.39,,,,NaN
1.4915,565,188.5,23.2,0.0045,202.50,2.31,,,,NaN
1.5445,573,196.6,23.2,0.0065,,,,,,
1.6135,581,204.4,23.2,0.0090,,,,,,
1.7070,588,212.3,23.2,0.0140,,,,,,
1.8355,596,220.2,23.2,0.0170,,,,,,
2.0120,603,228.2,23.2,0.0260,,,,,,
Scope 1/1, Sample 3/9 (ACR-393)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-28.2,23.1,NaN,,,,,,
0.0200,21,-61.3,23.1,0.0010,,,,,,
0.0400,24,-61.8,23.1,0.0060,,,,,,
0.0900,54,-52.1,23.1,0.0015,,,,,,
0.1240,81,-42.9,23.1,0.0015,,,,,,
0.1670,111,-29.6,23.1,0.0015,,,,,,
0.2120,141,-15.7,23.1,0.0015,,,,,,
0.2640,171,-3.5,23.1,0.0015,,,,,,
0.3535,186,3.6,23.1,0.0060,,,,,,
0.5535,216,24.6,23.1,0.0065,,,,,,
0.6695,246,41.7,23.1,0.0040,,,,,,
0.7465,250,45.7,23.1,0.0175,95.82,1.98,,,,NaN
0.9390,281,66.6,23.1,0.0065,116.66,2.07,,,,NaN
1.0475,305,79.4,23.1,0.0045,137.54,2.14,,,,NaN
1.1725,328,95.9,23.1,0.0055,186.63,2.27,,,,NaN
1.2800,349,118.3,23.1,0.0050,279.54,2.45,,,,NaN
1.3045,484,124.6,23.1,0.0000,312.42,2.49,,,,NaN
1.3295,500,133.4,23.1,0.0015,332.12,2.52,,,,NaN
1.3495,514,141.5,23.1,0.0015,345.33,2.54,,,,NaN
1.3695,527,150.5,23.1,0.0015,392.06,2.59,,,,NaN
1.3895,539,158.8,23.1,0.0015,370.17,2.57,,,,NaN
1.4100,550,166.5,23.1,0.0020,323.72,2.51,,,,NaN
1.4335,559,173.9,23.1,0.0025,285.87,2.46,,,,NaN
1.4645,568,181.7,23.1,0.0035,242.95,2.39,,,,NaN
1.5030,577,189.2,23.1,0.0045,197.53,2.30,,,,NaN
1.5570,584,197.1,23.1,0.0075,,,,,,
1.6285,592,205.0,23.1,0.0085,,,,,,
