Task,T788
Scope 1/1, Sample 1/8 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-40.7,20.0,NaN,,,,,,
0.0200,17,-60.7,20.0,0.0010,,,,,,
0.0400,20,-61.1,20.0,0.0075,,,,,,
0.0900,38,-55.8,20.0,0.0030,,,,,,
0.2050,68,-34.0,20.0,0.0040,,,,,,
0.2525,98,-14.5,20.0,0.0015,,,,,,
0.2725,116,-7.7,20.0,0.0010,,,,,,
0.3225,134,-0.5,20.0,0.0030,,,,,,
0.4475,164,15.0,20.0,0.0040,,,,,,
0.5980,194,30.5,20.0,0.0050,91.69,1.96,,,,NaN
0.7855,224,46.0,20.0,0.0060,72.19,1.86,,,,NaN
0.9855,254,62.0,20.0,0.0065,76.83,1.89,,,,NaN
1.1855,280,77.5,20.0,0.0075,108.79,2.04,,,,NaN
1.3855,310,102.3,20.0,0.0065,187.48,2.27,,,,NaN
1.4260,446,110.8,20.0,0.0005,227.51,2.36,,,,NaN
1.4485,461,115.5,20.0,0.0015,259.25,2.41,,,,NaN
1.4865,480,125.1,20.0,0.0020,304.62,2.48,,,,NaN
1.5130,494,133.5,20.0,0.0020,333.73,2.52,,,,NaN
1.5335,507,141.3,20.0,0.0015,379.64,2.58,,,,NaN
1.5535,521,150.3,20.0,0.0015,413.47,2.62,,,,NaN
1.5735,533,158.9,19.9,0.0015,396.55,2.60,,,,NaN
1.5935,542,167.1,19.9,0.0020,348.96,2.54,,,,NaN
1.6140,551,174.2,19.9,0.0020,308.25,2.49,,,,NaN
1.6415,560,182.0,19.9,0.0030,267.12,2.43,,,,NaN
1.6755,568,189.6,19.9,0.0040,221.91,2.35,,,,NaN
1.7210,577,197.4,19.9,0.0050,,,,,,
1.7825,584,205.2,19.9,0.0085,,,,,,
1.8675,592,213.2,19.9,0.0100,,,,,,
1.9810,600,221.0,19.9,0.0140,,,,,,
2.1405,608,229.0,19.9,0.0205,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
