Task,T1487
Scope 1/1, Sample 1/8 (JUNK2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,4.2,21.8,NaN,,,,,,
0.0200,27,-63.1,21.8,0.0005,,,,,,
0.0400,31,-64.1,21.8,0.0055,,,,,,
0.0900,49,-59.2,21.8,0.0030,,,,,,
0.2150,79,-32.0,21.8,0.0040,,,,,,
0.2480,109,-13.6,21.8,0.0010,,,,,,
0.2680,139,-3.8,21.8,0.0005,,,,,,
0.3055,150,-0.7,21.8,0.0035,,,,,,
0.3995,161,3.3,21.8,0.0085,,,,,,
0.5995,191,20.6,21.8,0.0065,,,,,,
0.7710,221,40.8,21.8,0.0055,,,,,,
0.8710,252,61.5,21.8,0.0035,228.42,2.36,,,,NaN
0.9150,282,77.2,21.8,0.0015,254.55,2.41,,,,NaN
0.9410,309,86.2,21.8,0.0010,271.43,2.43,,,,NaN
0.9875,334,95.3,21.8,0.0020,304.37,2.48,,,,NaN
1.1035,364,130.4,21.8,0.0040,378.47,2.58,,,,NaN
1.1235,504,140.2,21.8,0.0000,371.30,2.57,,,,NaN
1.1435,523,150.4,21.8,0.0010,407.15,2.61,,,,NaN
1.1635,539,160.7,21.8,0.0010,418.76,2.62,,,,NaN
1.1835,552,169.1,21.8,0.0015,373.09,2.57,,,,NaN
1.2070,563,177.2,21.8,0.0020,316.83,2.50,,,,NaN
1.2350,573,184.7,21.8,0.0030,269.59,2.43,,,,NaN
1.2740,582,192.8,21.8,0.0040,213.52,2.33,,,,NaN
1.3230,591,200.4,21.8,0.0055,,,,,,
1.3940,599,208.5,21.8,0.0085,,,,,,
1.4865,608,216.4,21.8,0.0105,,,,,,
1.6155,615,224.4,21.8,0.0175,,,,,,
1.7910,623,232.3,21.8,0.0220,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,50.1,23.1,NaN,,,,,,
0.0200,28,-29.7,23.2,0.0005,,,,,,
0.0400,48,-39.2,23.2,0.0010,,,,,,
0.0900,51,-39.5,23.2,0.0150,,,,,,
0.2150,82,-9.5,23.1,0.0040,,,,,,
0.2375,108,3.2,23.1,0.0010,,,,,,
0.2575,137,12.0,23.1,0.0005,,,,,,
0.3045,167,20.8,23.1,0.0015,131.95,2.12,,,,NaN
0.4220,197,34.0,23.1,0.0040,89.04,1.95,,,,NaN
0.6220,228,55.9,23.0,0.0065,173.05,2.24,,,,NaN
0.7700,258,95.8,23.0,0.0050,489.65,2.69,,,,NaN
0.7945,288,119.1,23.0,0.0010,513.63,2.71,,,,NaN
0.8145,431,132.1,22.9,0.0000,497.68,2.70,,,,NaN
0.8345,452,144.1,22.9,0.0010,486.21,2.69,,,,NaN
0.8545,469,155.9,22.9,0.0010,572.83,2.76,,,,NaN
0.8745,484,166.5,22.9,0.0015,434.01,2.64,,,,NaN
0.8945,495,174.3,22.9,0.0020,371.32,2.57,,,,NaN
0.9225,506,183.0,22.9,0.0025,307.56,2.49,,,,NaN
0.9540,515,190.3,22.9,0.0035,249.85,2.40,,,,NaN
1.0010,524,198.6,22.9,0.0050,,,,,,
1.0600,532,206.4,22.9,0.0070,,,,,,
1.1415,540,214.2,22.9,0.0095,,,,,,
1.2575,548,222.4,22.9,0.0140,,,,,,
1.4095,556,230.2,22.9,0.0195,,,,,,
Scope 1/1, Sample 3/8 (HT2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,52.4,22.8,NaN,,,,,,
0.0200,28,-25.8,22.8,0.0005,,,,,,
0.0400,52,-38.6,22.8,0.0010,,,,,,
0.0900,82,-29.6,22.8,0.0015,,,,,,
0.2150,112,-7.1,22.8,0.0040,,,,,,
0.3035,143,9.0,22.8,0.0030,,,,,,
0.3905,173,24.0,22.8,0.0030,144.64,2.16,,,,NaN
0.4880,203,38.9,22.7,0.0030,147.86,2.17,,,,NaN
0.6060,233,55.9,22.7,0.0040,216.24,2.33,,,,NaN
0.7240,263,79.6,22.7,0.0040,368.47,2.57,,,,NaN
0.7815,294,105.1,22.7,0.0020,481.42,2.68,,,,NaN
0.8015,439,121.4,22.7,0.0000,496.66,2.70,,,,NaN
0.8215,464,132.0,22.6,0.0010,504.52,2.70,,,,NaN
0.8445,487,146.5,22.6,0.0010,570.49,2.76,,,,NaN
0.8645,504,158.3,22.6,0.0010,519.27,2.72,,,,NaN
0.8845,517,168.5,22.6,0.0015,417.00,2.62,,,,NaN
0.9045,529,175.9,22.6,0.0015,359.04,2.56,,,,NaN
0.9340,539,184.5,22.6,0.0030,298.11,2.47,,,,NaN
0.9685,548,192.1,22.6,0.0040,235.77,2.37,,,,NaN
1.0160,556,199.9,22.6,0.0060,,,,,,
1.0820,564,208.0,22.6,0.0080,,,,,,
1.1695,572,215.9,22.6,0.0110,,,,,,
1.2910,580,223.9,22.6,0.0160,,,,,,
1.4580,587,231.9,22.6,0.0240,,,,,,
Scope 1/1, Sample 4/8 (BT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,49.9,22.5,NaN,,,,,,
0.0200,28,-27.2,22.6,0.0005,,,,,,
0.0400,50,-38.6,22.6,0.0010,,,,,,
0.0900,81,-29.2,22.5,0.0015,,,,,,
0.2150,111,-6.4,22.5,0.0040,,,,,,
0.3055,141,10.0,22.5,0.0030,,,,,,
0.3945,171,25.5,22.5,0.0030,148.59,2.17,,,,NaN
0.4900,202,40.7,22.5,0.0030,153.40,2.19,,,,NaN
0.5995,232,56.9,22.5,0.0035,216.43,2.34,,,,NaN
0.7170,262,80.1,22.5,0.0040,363.52,2.56,,,,NaN
0.7775,292,106.3,22.5,0.0020,479.21,2.68,,,,NaN
0.7975,434,123.2,22.4,0.0000,492.46,2.69,,,,NaN
0.8175,457,133.9,22.4,0.0010,501.20,2.70,,,,NaN
0.8410,478,148.5,22.4,0.0010,562.53,2.75,,,,NaN
0.8610,494,160.0,22.4,0.0015,507.28,2.71,,,,NaN
0.8810,508,169.7,22.4,0.0015,405.99,2.61,,,,NaN
0.9010,519,176.8,22.4,0.0020,350.64,2.54,,,,NaN
0.9315,529,185.5,22.4,0.0030,289.36,2.46,,,,NaN
0.9670,538,193.0,22.4,0.0040,227.48,2.36,,,,NaN
1.0170,548,201.0,22.4,0.0055,,,,,,
1.0835,556,208.9,22.4,0.0085,,,,,,
1.1745,564,216.8,22.4,0.0120,,,,,,
1.3020,572,224.9,22.4,0.0170,,,,,,
1.4725,579,232.8,22.4,0.0235,,,,,,
Scope 1/1, Sample 5/8 (BT2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,51.3,22.3,NaN,,,,,,
0.0200,28,-25.2,22.3,0.0005,,,,,,
0.0400,53,-38.3,22.3,0.0010,,,,,,
0.0900,56,-38.7,22.3,0.0150,,,,,,
0.2150,86,-10.3,22.3,0.0040,,,,,,
0.2400,115,3.3,22.3,0.0010,,,,,,
0.2600,142,11.5,22.3,0.0005,,,,,,
0.3100,172,20.5,22.3,0.0015,120.60,2.08,,,,NaN
0.4350,202,33.9,22.3,0.0040,81.09,1.91,,,,NaN
0.6350,233,55.8,22.3,0.0065,193.53,2.29,,,,NaN
0.7770,263,96.2,22.2,0.0050,522.19,2.72,,,,NaN
0.7985,293,120.4,22.2,0.0005,532.98,2.73,,,,NaN
0.8185,436,135.2,22.2,0.0000,508.39,2.71,,,,NaN
0.8385,458,147.8,22.2,0.0010,498.73,2.70,,,,NaN
0.8585,475,159.4,22.2,0.0010,580.44,2.76,,,,NaN
0.8785,489,169.1,22.2,0.0015,425.12,2.63,,,,NaN
0.8985,501,176.4,22.2,0.0015,362.10,2.56,,,,NaN
0.9275,511,184.8,22.2,0.0030,294.17,2.47,,,,NaN
0.9625,521,192.4,22.2,0.0035,231.92,2.37,,,,NaN
