Task,T495
Scope 1/1, Sample 1/4 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-48.1,24.8,NaN,,,,,,
0.0200,15,-66.2,24.8,0.0015,,,,,,
0.0400,18,-66.4,24.8,0.0070,,,,,,
0.0900,42,-57.0,24.8,0.0020,,,,,,
0.1260,66,-47.3,24.8,0.0015,,,,,,
0.1680,96,-32.8,24.8,0.0015,,,,,,
0.2040,123,-20.6,24.8,0.0015,,,,,,
0.2515,150,-7.8,24.8,0.0020,,,,,,
0.3270,170,3.4,24.8,0.0035,,,,,,
0.5160,200,28.9,24.7,0.0060,101.68,2.01,,,,NaN
0.6465,231,46.9,24.7,0.0045,79.37,1.90,,,,NaN
0.7605,256,58.1,24.7,0.0045,86.06,1.93,,,,NaN
0.9605,260,73.3,24.7,0.0540,170.26,2.23,,,,NaN
1.1605,290,121.1,24.7,0.0065,362.84,2.56,,,,NaN
1.1805,425,133.4,24.7,0.0000,378.54,2.58,,,,NaN
1.2005,439,142.6,24.7,0.0015,356.02,2.55,,,,NaN
1.2240,452,153.9,24.6,0.0020,345.48,2.54,,,,NaN
1.2440,463,162.6,24.6,0.0020,396.50,2.60,,,,NaN
1.2645,473,169.9,24.6,0.0020,325.70,2.51,,,,NaN
1.2910,482,177.7,24.6,0.0030,276.71,2.44,,,,NaN
1.3245,490,185.0,24.6,0.0045,229.41,2.36,,,,NaN
1.3735,498,193.5,24.6,0.0060,174.91,2.24,,,,NaN
1.4320,506,200.8,24.6,0.0075,,,,,,
1.5200,513,209.1,24.6,0.0120,,,,,,
1.6320,520,216.9,24.6,0.0155,,,,,,
1.7900,528,224.9,24.6,0.0210,,,,,,
1.9900,534,232.4,24.6,0.0310,,,,,,
Scope 1/1, Sample 2/4 (TANK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-46.8,24.6,NaN,,,,,,
0.0200,15,-66.1,24.6,0.0015,,,,,,
0.0400,18,-66.5,24.6,0.0065,,,,,,
0.0900,43,-56.8,24.6,0.0020,,,,,,
0.1245,67,-47.6,24.6,0.0015,,,,,,
0.1680,97,-32.9,24.6,0.0015,,,,,,
0.2050,125,-20.3,24.6,0.0015,,,,,,
0.2515,151,-8.1,24.6,0.0020,,,,,,
0.3310,171,3.5,24.6,0.0040,,,,,,
0.5290,202,29.5,24.6,0.0065,98.90,2.00,,,,NaN
0.6635,232,47.8,24.5,0.0045,79.77,1.90,,,,NaN
0.7765,258,59.1,24.5,0.0045,89.20,1.95,,,,NaN
0.9765,262,74.6,24.5,0.0515,173.77,2.24,,,,NaN
1.1765,292,123.1,24.5,0.0065,360.10,2.56,,,,NaN
1.1965,426,135.3,24.5,0.0000,369.95,2.57,,,,NaN
1.2165,440,144.6,24.5,0.0015,344.09,2.54,,,,NaN
1.2390,453,155.3,24.5,0.0015,338.50,2.53,,,,NaN
1.2590,464,163.7,24.5,0.0020,380.02,2.58,,,,NaN
1.2810,473,171.2,24.5,0.0025,315.99,2.50,,,,NaN
1.3100,482,179.1,24.5,0.0030,264.43,2.42,,,,NaN
1.3465,491,186.7,24.5,0.0040,215.43,2.33,,,,NaN
1.3965,499,194.7,24.5,0.0065,165.01,2.22,,,,NaN
1.4620,506,202.4,24.5,0.0095,,,,,,
1.5525,513,210.3,24.5,0.0125,,,,,,
1.6770,520,218.4,24.5,0.0170,,,,,,
1.8450,528,226.3,24.5,0.0215,,,,,,
2.0450,535,233.3,24.5,0.0280,,,,,,
Scope 1/1, Sample 3/4 (TANK2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-42.2,24.3,NaN,,,,,,
0.0200,16,-66.0,24.4,0.0010,,,,,,
0.0400,20,-66.4,24.4,0.0055,,,,,,
0.0900,45,-57.2,24.4,0.0020,,,,,,
0.1275,71,-47.0,24.4,0.0015,,,,,,
0.1680,102,-33.8,24.4,0.0015,,,,,,
0.2085,131,-20.0,24.4,0.0015,,,,,,
0.2540,159,-8.2,24.3,0.0015,,,,,,
0.3350,173,3.4,24.3,0.0055,,,,,,
0.5350,204,28.7,24.3,0.0065,104.05,2.02,,,,NaN
0.6785,234,48.6,24.3,0.0050,87.24,1.94,,,,NaN
0.7840,259,58.9,24.3,0.0045,95.06,1.98,,,,NaN
0.9840,289,77.4,24.3,0.0065,171.21,2.23,,,,NaN
1.1685,319,115.8,24.3,0.0060,337.05,2.53,,,,NaN
1.1885,455,127.4,24.3,0.0000,368.07,2.57,,,,NaN
1.2085,471,135.8,24.3,0.0010,359.06,2.56,,,,NaN
1.2345,485,148.5,24.3,0.0020,350.94,2.55,,,,NaN
1.2545,497,157.8,24.3,0.0015,418.73,2.62,,,,NaN
1.2745,507,165.8,24.3,0.0020,342.73,2.53,,,,NaN
1.2975,518,173.1,24.3,0.0020,297.66,2.47,,,,NaN
1.3285,527,180.9,24.3,0.0035,252.01,2.40,,,,NaN
1.3690,536,188.8,24.3,0.0045,199.32,2.30,,,,NaN
1.4220,544,196.5,24.3,0.0065,,,,,,
1.4970,552,204.6,24.3,0.0095,,,,,,
1.5955,559,212.4,24.3,0.0145,,,,,,
1.7320,566,220.5,24.3,0.0205,,,,,,
1.9165,572,228.4,24.3,0.0290,,,,,,
Scope 1/1, Sample 4/4 (TANK3)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-45.8,24.1,NaN,,,,,,
0.0200,15,-66.2,24.1,0.0015,,,,,,
0.0400,18,-66.6,24.1,0.0055,,,,,,
0.0900,44,-56.9,24.1,0.0020,,,,,,
0.1240,69,-47.9,24.1,0.0015,,,,,,
0.1675,99,-33.4,24.1,0.0015,,,,,,
0.2060,127,-20.1,24.1,0.0015,,,,,,
0.2510,155,-7.9,24.1,0.0015,,,,,,
0.3260,174,3.4,24.1,0.0040,,,,,,
0.5135,205,27.6,24.1,0.0060,108.42,2.04,,,,NaN
0.6580,235,47.2,24.1,0.0050,86.30,1.94,,,,NaN
0.7700,258,57.9,24.1,0.0050,92.23,1.96,,,,NaN
0.9700,287,76.6,24.1,0.0070,166.38,2.22,,,,NaN
1.1440,317,110.5,24.1,0.0060,323.86,2.51,,,,NaN
1.1640,452,121.3,24.1,0.0000,364.07,2.56,,,,NaN
1.1840,464,129.4,24.1,0.0015,371.07,2.57,,,,NaN
1.2100,479,141.4,24.1,0.0015,370.61,2.57,,,,NaN
1.2300,493,151.0,24.1,0.0015,440.02,2.64,,,,NaN
1.2500,505,160.0,24.1,0.0015,377.84,2.58,,,,NaN
1.2700,514,167.6,24.1,0.0025,328.82,2.52,,,,NaN
1.2955,523,175.4,24.1,0.0030,286.15,2.46,,,,NaN
1.3280,532,183.0,24.1,0.0035,238.85,2.38,,,,NaN
