Task,T805
Scope 1/1, Sample 1/8 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-43.5,19.5,NaN,,,,,,
0.0200,17,-64.0,19.6,0.0010,,,,,,
0.0400,20,-64.5,19.6,0.0075,,,,,,
0.0900,34,-60.4,19.6,0.0035,,,,,,
0.2150,64,-38.6,19.6,0.0040,,,,,,
0.2580,94,-19.7,19.6,0.0015,,,,,,
0.2780,116,-11.4,19.6,0.0010,,,,,,
0.3185,140,-2.5,19.6,0.0015,,,,,,
0.4195,170,9.9,19.6,0.0035,,,,,,
0.6195,200,28.3,19.6,0.0065,89.52,1.95,,,,NaN
0.8195,230,46.2,19.6,0.0065,72.02,1.86,,,,NaN
1.0015,261,61.7,19.6,0.0060,80.49,1.91,,,,NaN
1.2005,288,78.0,19.6,0.0075,117.13,2.07,,,,NaN
1.4005,319,103.9,19.6,0.0065,196.82,2.29,,,,NaN
1.4395,444,113.4,19.6,0.0005,239.03,2.38,,,,NaN
1.4595,461,117.0,19.6,0.0010,266.43,2.43,,,,NaN
1.5095,478,130.5,19.6,0.0030,323.30,2.51,,,,NaN
1.5295,493,137.7,19.6,0.0015,340.07,2.53,,,,NaN
1.5495,508,146.1,19.6,0.0015,384.81,2.59,,,,NaN
1.5695,521,154.8,19.6,0.0015,406.64,2.61,,,,NaN
1.5895,533,163.4,19.6,0.0015,373.86,2.57,,,,NaN
1.6095,543,170.5,19.6,0.0020,324.88,2.51,,,,NaN
1.6360,553,179.0,19.6,0.0025,281.27,2.45,,,,NaN
1.6640,562,186.0,19.6,0.0030,243.16,2.39,,,,NaN
1.7050,571,193.9,19.6,0.0045,195.42,2.29,,,,NaN
1.7580,579,201.6,19.6,0.0070,,,,,,
1.8325,586,209.5,19.6,0.0105,,,,,,
1.9345,594,217.6,19.6,0.0125,,,,,,
2.0685,602,225.4,19.6,0.0170,,,,,,
2.2600,609,233.5,19.6,0.0260,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-44.8,21.5,NaN,,,,,,
0.0200,15,-63.0,21.6,0.0015,,,,,,
0.0400,18,-63.4,21.6,0.0060,,,,,,
0.0900,35,-58.1,21.6,0.0030,,,,,,
0.2050,66,-36.8,21.5,0.0040,,,,,,
0.2540,96,-18.2,21.5,0.0015,,,,,,
0.2745,116,-10.8,21.5,0.0010,,,,,,
0.3215,138,-1.4,21.5,0.0020,,,,,,
0.4390,168,13.3,21.4,0.0040,,,,,,
