Task,T2013
Scope 1/1, Sample 1/9 (Junk4)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,79.5,19.0,NaN,,,,,,
0.0200,28,-12.4,19.0,0.0005,,,,,,
0.0400,58,-49.4,19.0,0.0005,,,,,,
0.0615,70,-53.6,19.0,0.0020,,,,,,
0.1155,73,-54.0,19.0,0.0195,,,,,,
0.2505,103,-30.3,19.0,0.0045,,,,,,
0.2925,133,-16.4,19.0,0.0015,,,,,,
0.3180,155,-9.5,19.0,0.0010,,,,,,
0.3820,176,-2.7,19.0,0.0030,,,,,,
0.5420,184,3.1,19.0,0.0205,,,,,,
0.7420,214,18.4,19.0,0.0065,24.14,1.38,,,,NaN
0.9420,244,35.7,19.0,0.0065,188.14,2.27,,,,NaN
1.1120,274,67.7,19.0,0.0055,459.36,2.66,,,,NaN
1.1515,305,95.7,19.0,0.0015,525.72,2.72,,,,NaN
1.1715,335,117.5,19.0,0.0005,532.05,2.73,,,,NaN
1.1915,479,132.7,19.0,0.0000,507.11,2.71,,,,NaN
1.2115,502,142.9,19.0,0.0010,634.57,2.80,,,,NaN
1.2350,522,154.5,19.0,0.0010,455.27,2.66,,,,NaN
1.2550,539,162.7,19.0,0.0010,381.33,2.58,,,,NaN
1.2790,552,170.5,19.0,0.0020,315.90,2.50,,,,NaN
1.3100,566,178.3,19.0,0.0020,255.41,2.41,,,,NaN
1.3510,577,186.0,19.0,0.0035,200.40,2.30,,,,NaN
1.4085,587,194.1,19.0,0.0060,148.22,2.17,,,,NaN
1.4840,595,201.9,19.0,0.0095,109.83,2.04,,,,NaN
1.5880,603,209.8,19.0,0.0135,79.36,1.90,,,,NaN
1.7320,611,217.8,19.0,0.0180,55.30,1.74,,,,NaN
1.9285,618,225.8,19.0,0.0275,37.19,1.57,,,,NaN
2.1285,625,231.9,19.0,0.0280,27.43,1.44,,,,NaN
2.3285,632,236.8,19.0,0.0285,21.85,1.34,,,,NaN
2.5285,638,240.8,19.0,0.0335,18.33,1.26,,,,NaN
2.7285,644,244.3,19.0,0.0330,15.71,1.20,,,,NaN
2.9285,650,247.4,19.0,0.0310,,,,,,
3.1285,657,250.1,19.0,0.0280,,,,,,
3.3285,663,252.5,19.0,0.0330,,,,,,
3.5285,670,254.7,19.0,0.0290,,,,,,
3.5600,673,254.9,19.0,0.0105,,,,,,
Scope 1/1, Sample 2/9 (1_H_Sq3_20220716)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,94.0,18.6,NaN,,,,,,
0.0200,28,42.7,18.6,0.0005,,,,,,
0.0400,58,13.4,18.6,0.0005,,,,,,
0.0600,88,-1.4,18.6,0.0005,,,,,,
0.1025,92,-2.6,18.6,0.0120,,,,,,
0.2085,96,-2.0,18.6,0.0265,,,,,,
0.4085,111,3.3,18.6,0.0130,,,,,,
0.6085,142,16.4,18.6,0.0065,42.27,1.63,,,,NaN
0.8085,172,29.3,18.6,0.0065,87.49,1.94,,,,NaN
1.0085,202,46.3,18.7,0.0065,198.15,2.30,,,,NaN
1.1850,232,77.6,18.7,0.0060,368.44,2.57,,,,NaN
1.2285,262,105.8,18.7,0.0015,421.58,2.62,,,,NaN
1.2485,405,125.7,18.7,0.0000,406.30,2.61,,,,NaN
1.2685,430,134.0,18.7,0.0010,413.84,2.62,,,,NaN
1.3145,455,154.6,18.7,0.0020,471.80,2.67,,,,NaN
1.3345,472,162.2,18.7,0.0010,338.50,2.53,,,,NaN
1.3595,486,169.8,18.7,0.0020,291.10,2.46,,,,NaN
1.3925,498,177.7,18.7,0.0030,237.81,2.38,,,,NaN
1.4345,509,185.5,18.7,0.0035,195.03,2.29,,,,NaN
1.4900,520,193.3,18.7,0.0050,145.10,2.16,,,,NaN
1.5665,529,201.1,18.7,0.0085,,,,,,
1.6735,538,209.1,18.7,0.0120,,,,,,
1.8170,546,217.0,18.7,0.0175,,,,,,
2.0170,555,225.0,18.7,0.0230,,,,,,
2.2170,563,231.1,18.7,0.0255,,,,,,
Scope 1/1, Sample 3/9 (2_H_Sq3_20220716)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,93.0,18.5,NaN,,,,,,
0.0200,28,41.0,18.5,0.0005,,,,,,
0.0400,58,10.1,18.5,0.0005,,,,,,
0.0600,88,-4.3,18.5,0.0005,,,,,,
0.1075,91,-5.4,18.5,0.0155,,,,,,
0.2265,105,-1.7,18.5,0.0085,,,,,,
0.4265,116,3.1,18.5,0.0175,,,,,,
