Task,T1999
Scope 1/1, Sample 1/2 (Junk1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,57.9,19.1,NaN,,,,,,
0.0200,26,-33.8,19.1,0.0010,,,,,,
0.0400,56,-56.5,19.1,0.0005,,,,,,
0.0900,59,-57.1,19.1,0.0170,,,,,,
0.2150,89,-35.4,19.1,0.0040,,,,,,
0.2575,119,-19.0,19.0,0.0015,,,,,,
0.2775,142,-12.0,19.0,0.0010,,,,,,
0.3275,168,-4.9,19.0,0.0020,,,,,,
0.4525,181,-0.3,19.0,0.0100,,,,,,
0.6525,211,12.1,19.0,0.0065,2.42,0.38,,,,NaN
0.8525,241,28.2,19.0,0.0065,94.06,1.97,,,,NaN
1.0515,271,50.7,19.0,0.0065,340.99,2.53,,,,NaN
1.1520,302,84.6,19.0,0.0035,513.73,2.71,,,,NaN
1.1720,332,112.4,19.0,0.0005,526.31,2.72,,,,NaN
1.1920,480,131.6,19.0,0.0000,494.61,2.69,,,,NaN
1.2120,507,141.8,19.0,0.0005,561.47,2.75,,,,NaN
1.2415,530,156.6,19.0,0.0015,528.59,2.72,,,,NaN
1.2615,547,164.8,19.0,0.0010,388.66,2.59,,,,NaN
1.2855,560,172.6,19.0,0.0020,320.11,2.51,,,,NaN
1.3175,573,180.4,19.0,0.0025,254.58,2.41,,,,NaN
1.3605,585,188.4,19.0,0.0035,198.87,2.30,,,,NaN
1.4160,596,196.1,19.0,0.0055,147.20,2.17,,,,NaN
1.4950,605,204.2,18.9,0.0085,107.99,2.03,,,,NaN
1.5980,614,211.9,18.9,0.0115,78.41,1.89,,,,NaN
1.7475,622,220.2,18.9,0.0175,53.95,1.73,,,,NaN
1.9425,630,227.8,18.9,0.0230,36.56,1.56,,,,NaN
2.1425,638,233.9,18.9,0.0250,27.01,1.43,,,,NaN
2.3425,646,238.7,18.9,0.0260,21.59,1.33,,,,NaN
2.5425,653,242.7,18.9,0.0300,18.13,1.26,,,,NaN
2.7425,660,246.2,18.9,0.0305,15.63,1.19,,,,NaN
2.9425,666,249.2,18.9,0.0310,,,,,,
3.1425,673,251.9,18.9,0.0275,,,,,,
3.3425,679,254.3,18.9,0.0315,,,,,,
3.5425,686,256.5,18.9,0.0290,,,,,,
3.5600,689,256.6,18.9,0.0060,,,,,,
Scope 1/1, Sample 2/2 (CRM 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,85.7,19.2,NaN,,,,,,
0.0200,28,4.5,19.2,0.0005,,,,,,
0.0400,58,-35.0,19.2,0.0005,,,,,,
0.0600,83,-45.0,19.2,0.0010,,,,,,
0.1100,86,-45.5,19.2,0.0160,,,,,,
0.2350,116,-25.8,19.2,0.0040,,,,,,
0.2865,146,-13.2,19.2,0.0015,,,,,,
0.3285,174,-5.1,19.2,0.0015,,,,,,
0.4335,183,-1.4,19.1,0.0120,,,,,,
0.6335,194,3.4,19.1,0.0190,,,,,,
0.8335,224,20.6,19.1,0.0065,62.86,1.80,,,,NaN
1.0050,254,37.4,19.1,0.0055,186.89,2.27,,,,NaN
1.1490,284,61.7,19.1,0.0050,350.09,2.54,,,,NaN
1.2045,314,84.4,19.1,0.0020,428.47,2.63,,,,NaN
1.2245,345,101.8,19.1,0.0005,447.30,2.65,,,,NaN
1.2445,485,117.6,19.1,0.0000,461.96,2.66,,,,NaN
1.2645,515,125.4,19.1,0.0005,554.34,2.74,,,,NaN
1.3055,545,144.2,19.1,0.0015,470.84,2.67,,,,NaN
1.3255,567,153.6,19.0,0.0010,378.51,2.58,,,,NaN
1.3455,585,161.4,19.0,0.0010,339.86,2.53,,,,NaN
1.3705,599,169.6,19.0,0.0020,290.31,2.46,,,,NaN
1.3995,612,177.0,19.0,0.0020,251.97,2.40,,,,NaN
1.4395,623,184.9,19.0,0.0035,202.64,2.31,,,,NaN
1.4930,634,192.9,19.0,0.0050,154.47,2.19,,,,NaN
1.5630,643,200.5,19.0,0.0075,,,,,,
1.6625,652,208.6,19.0,0.0115,,,,,,
1.7970,660,216.5,19.0,0.0170,,,,,,
1.9840,668,224.5,19.0,0.0245,,,,,,
2.1840,675,230.9,19.0,0.0270,,,,,,
