Task,T2000
Scope 1/1, Sample 1/9 (Junk2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,75.9,18.9,NaN,,,,,,
0.0200,28,-17.4,18.9,0.0005,,,,,,
0.0400,58,-51.4,18.9,0.0005,,,,,,
0.0660,62,-53.3,18.9,0.0060,,,,,,
0.1310,66,-53.9,18.9,0.0180,,,,,,
0.2935,96,-27.9,18.9,0.0055,,,,,,
0.3435,126,-12.9,18.9,0.0015,,,,,,
0.3720,156,-3.2,18.9,0.0010,,,,,,
0.4135,164,-1.4,18.9,0.0055,,,,,,
0.5175,179,3.2,18.9,0.0070,,,,,,
0.7175,209,15.6,18.9,0.0065,-3.20,0.50,,,,NaN
0.9175,239,30.9,18.9,0.0065,133.39,2.13,,,,NaN
1.1175,269,64.0,18.9,0.0065,473.71,2.68,,,,NaN
1.1645,300,95.8,18.9,0.0015,556.29,2.75,,,,NaN
1.1845,330,120.5,18.9,0.0005,541.01,2.73,,,,NaN
1.2045,476,137.8,18.9,0.0000,501.44,2.70,,,,NaN
1.2245,501,148.3,18.8,0.0010,642.73,2.81,,,,NaN
1.2490,522,159.7,18.8,0.0010,448.90,2.65,,,,NaN
1.2690,538,167.0,18.8,0.0010,380.45,2.58,,,,NaN
1.2970,552,175.2,18.8,0.0020,298.00,2.47,,,,NaN
1.3305,564,182.5,18.8,0.0025,232.87,2.37,,,,NaN
1.3810,575,190.9,18.8,0.0045,174.74,2.24,,,,NaN
1.4430,585,198.5,18.8,0.0065,130.17,2.11,,,,NaN
1.5305,594,206.5,18.8,0.0095,95.36,1.98,,,,NaN
1.6500,603,214.4,18.8,0.0130,67.71,1.83,,,,NaN
1.8165,611,222.3,18.8,0.0205,46.24,1.66,,,,NaN
2.0165,619,229.4,18.8,0.0250,32.12,1.51,,,,NaN
2.2165,626,234.9,18.8,0.0280,24.59,1.39,,,,NaN
2.4165,633,239.4,18.8,0.0280,20.21,1.31,,,,NaN
2.6165,641,243.2,18.8,0.0260,17.20,1.24,,,,NaN
2.8165,647,246.4,18.8,0.0345,,,,,,
3.0165,654,249.5,18.8,0.0290,,,,,,
3.2165,660,252.0,18.8,0.0325,,,,,,
3.4165,666,254.3,18.8,0.0315,,,,,,
3.5600,672,255.8,18.8,0.0230,,,,,,
Scope 1/1, Sample 2/9 (1_C_Sq1_20220708)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,87.7,16.7,NaN,,,,,,
0.0200,28,10.8,16.7,0.0005,,,,,,
0.0400,58,-30.0,16.7,0.0005,,,,,,
0.0600,88,-44.1,16.7,0.0005,,,,,,
0.1100,91,-44.7,16.7,0.0160,,,,,,
0.2350,121,-26.6,16.8,0.0040,,,,,,
0.2960,152,-14.1,16.8,0.0020,,,,,,
0.3515,179,-5.8,16.8,0.0020,,,,,,
0.4905,189,-1.2,16.9,0.0140,,,,,,
0.6905,198,3.2,16.9,0.0215,,,,,,
0.8905,228,17.8,16.9,0.0065,83.24,1.92,,,,NaN
1.0905,259,40.1,17.0,0.0065,323.12,2.51,,,,NaN
1.1935,289,70.4,17.0,0.0035,507.10,2.71,,,,NaN
1.2140,319,94.9,17.0,0.0005,540.54,2.73,,,,NaN
1.2340,349,113.1,17.1,0.0005,538.32,2.73,,,,NaN
