Task,T561
Scope 1/1, Sample 1/9 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-51.2,23.3,NaN,,,,,,
0.0200,17,-71.3,23.3,0.0010,,,,,,
0.0400,20,-71.6,23.3,0.0070,,,,,,
0.0900,37,-66.1,23.3,0.0030,,,,,,
0.1930,67,-45.4,23.3,0.0035,,,,,,
0.2375,98,-28.0,23.3,0.0015,,,,,,
0.2585,122,-19.2,23.3,0.0010,,,,,,
0.2940,148,-9.8,23.3,0.0015,,,,,,
0.3830,172,3.3,23.3,0.0035,,,,,,
0.5810,203,25.6,23.3,0.0065,105.41,2.02,,,,NaN
0.7660,233,47.4,23.3,0.0060,91.79,1.96,,,,NaN
0.8960,263,62.4,23.3,0.0045,106.00,2.03,,,,NaN
1.0385,288,75.2,23.3,0.0055,149.29,2.17,,,,NaN
1.2385,318,108.1,23.3,0.0065,285.87,2.46,,,,NaN
1.2650,455,120.1,23.3,0.0000,340.36,2.53,,,,NaN
1.2850,471,127.0,23.3,0.0015,357.58,2.55,,,,NaN
1.3150,486,139.8,23.3,0.0020,370.24,2.57,,,,NaN
1.3350,500,149.5,23.3,0.0015,424.16,2.63,,,,NaN
1.3550,512,158.6,23.3,0.0015,393.29,2.59,,,,NaN
1.3750,524,166.8,23.3,0.0015,341.88,2.53,,,,NaN
1.3970,533,173.9,23.3,0.0025,300.51,2.48,,,,NaN
1.4280,542,182.0,23.3,0.0035,255.54,2.41,,,,NaN
1.4655,551,189.6,23.3,0.0045,206.28,2.31,,,,NaN
1.5170,558,197.4,23.3,0.0070,,,,,,
1.5870,566,205.3,23.3,0.0085,,,,,,
1.6825,574,213.3,23.3,0.0125,,,,,,
1.8115,581,221.1,23.3,0.0195,,,,,,
1.9935,588,229.2,23.3,0.0280,,,,,,
Scope 1/1, Sample 2/9 (POC-42)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-31.6,23.3,NaN,,,,,,
0.0200,21,-62.3,23.3,0.0010,,,,,,
0.0400,24,-62.6,23.3,0.0060,,,,,,
0.0900,52,-53.1,23.3,0.0020,,,,,,
0.1250,80,-43.3,23.3,0.0015,,,,,,
0.1640,110,-30.8,23.3,0.0015,,,,,,
0.2075,140,-17.5,23.3,0.0015,,,,,,
0.2620,170,-4.7,23.3,0.0020,,,,,,
0.3515,186,3.5,23.3,0.0055,,,,,,
0.5515,217,24.9,23.3,0.0065,,,,,,
0.6795,247,41.7,23.3,0.0045,94.09,1.97,,,,NaN
0.7790,271,52.9,23.3,0.0040,97.42,1.99,,,,NaN
0.9450,299,68.0,23.3,0.0060,113.58,2.06,,,,NaN
1.1450,326,91.1,23.3,0.0075,166.53,2.22,,,,NaN
1.2550,346,110.7,23.3,0.0055,244.67,2.39,,,,NaN
1.2840,483,117.4,23.3,0.0000,282.90,2.45,,,,NaN
1.3110,500,125.1,23.3,0.0015,314.77,2.50,,,,NaN
1.3335,515,132.8,23.3,0.0015,330.40,2.52,,,,NaN
1.3535,528,141.1,23.3,0.0015,373.06,2.57,,,,NaN
1.3735,541,149.6,23.3,0.0015,402.28,2.60,,,,NaN
1.3935,552,158.2,23.3,0.0020,367.49,2.57,,,,NaN
1.4135,563,165.4,23.3,0.0020,324.62,2.51,,,,NaN
1.4400,572,173.8,23.3,0.0030,282.27,2.45,,,,NaN
1.4690,581,181.2,23.3,0.0030,243.16,2.39,,,,NaN
1.5080,589,188.7,23.3,0.0045,198.35,2.30,,,,NaN
1.5625,597,196.9,23.3,0.0065,,,,,,
1.6320,605,204.6,23.3,0.0090,,,,,,
1.7300,612,212.6,23.3,0.0140,,,,,,
1.8625,619,220.6,23.3,0.0195,,,,,,
2.0410,627,228.5,23.3,0.0235,,,,,,
Scope 1/1, Sample 3/9 (POR-73)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-31.6,23.2,NaN,,,,,,
0.0200,21,-61.4,23.3,0.0010,,,,,,
0.0400,24,-61.7,23.3,0.0070,,,,,,
0.0900,53,-51.0,23.3,0.0015,,,,,,
0.1180,78,-42.8,23.3,0.0010,,,,,,
0.1575,108,-29.8,23.3,0.0015,,,,,,
0.2010,138,-16.1,23.3,0.0015,,,,,,
0.2540,168,-3.2,23.3,0.0015,,,,,,
0.3390,182,3.5,23.3,0.0060,,,,,,
0.5390,212,26.3,23.3,0.0065,,,,,,
0.6375,242,41.9,23.3,0.0030,99.73,2.00,,,,NaN
