Task,T1252
Scope 1/1, Sample 1/8 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-14.5,23.2,NaN,,,,,,
0.0200,24,-58.0,23.3,0.0010,,,,,,
0.0400,28,-58.3,23.3,0.0055,,,,,,
0.0900,52,-50.0,23.3,0.0020,,,,,,
0.1365,82,-38.0,23.2,0.0015,,,,,,
0.1765,113,-25.3,23.2,0.0015,,,,,,
0.2175,143,-13.2,23.2,0.0015,,,,,,
0.2750,169,-1.4,23.1,0.0020,,,,,,
0.3885,199,12.4,23.1,0.0040,,,,,,
0.5885,230,31.0,23.1,0.0065,84.90,1.93,,,,NaN
0.7885,260,49.3,23.0,0.0065,86.81,1.94,,,,NaN
0.9660,290,68.6,23.0,0.0060,121.86,2.09,,,,NaN
1.0895,320,85.4,23.0,0.0040,163.65,2.21,,,,NaN
1.1840,349,100.9,22.9,0.0035,213.68,2.33,,,,NaN
1.2245,474,108.9,22.8,0.0005,255.35,2.41,,,,NaN
1.2580,497,117.3,22.8,0.0015,301.44,2.48,,,,NaN
1.2835,518,125.1,22.8,0.0010,333.06,2.52,,,,NaN
1.3045,535,132.5,22.8,0.0010,367.95,2.57,,,,NaN
1.3245,552,141.2,22.7,0.0010,427.66,2.63,,,,NaN
1.3445,570,150.7,22.7,0.0010,447.81,2.65,,,,NaN
1.3645,584,160.5,22.7,0.0015,416.50,2.62,,,,NaN
1.3845,596,168.8,22.7,0.0015,360.99,2.56,,,,NaN
1.4070,607,176.8,22.7,0.0020,314.79,2.50,,,,NaN
1.4335,616,184.2,22.7,0.0030,272.51,2.44,,,,NaN
1.4700,625,192.1,22.7,0.0040,220.69,2.34,,,,NaN
1.5170,634,199.8,22.7,0.0055,,,,,,
1.5825,641,207.8,22.7,0.0090,,,,,,
1.6700,649,215.7,22.7,0.0110,,,,,,
1.7910,656,223.6,22.7,0.0185,,,,,,
1.9560,662,231.6,22.7,0.0260,,,,,,
Scope 1/1, Sample 2/8 (HT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-10.7,22.8,NaN,,,,,,
0.0200,25,-57.6,22.9,0.0010,,,,,,
0.0400,28,-57.8,22.9,0.0065,,,,,,
0.0900,51,-50.2,22.8,0.0020,,,,,,
0.1460,81,-35.7,22.8,0.0020,,,,,,
0.1825,111,-23.1,22.8,0.0010,,,,,,
0.2170,139,-12.7,22.8,0.0010,,,,,,
0.2775,165,-0.8,22.8,0.0025,,,,,,
0.4030,195,13.6,22.7,0.0040,,,,,,
0.6030,225,32.2,22.7,0.0065,86.35,1.94,,,,NaN
0.8030,256,51.7,22.7,0.0065,90.49,1.96,,,,NaN
0.9600,286,69.1,22.7,0.0055,119.43,2.08,,,,NaN
1.0870,316,84.7,22.7,0.0040,160.06,2.20,,,,NaN
1.2050,342,103.2,22.6,0.0045,223.46,2.35,,,,NaN
1.2450,484,113.5,22.6,0.0005,270.33,2.43,,,,NaN
1.2650,502,118.4,22.6,0.0010,297.17,2.47,,,,NaN
1.2990,522,128.3,22.5,0.0015,339.78,2.53,,,,NaN
1.3220,542,137.3,22.5,0.0010,374.90,2.57,,,,NaN
1.3420,559,146.1,22.5,0.0010,420.51,2.62,,,,NaN
1.3620,574,155.5,22.5,0.0015,430.29,2.63,,,,NaN
1.3820,587,164.5,22.5,0.0015,387.21,2.59,,,,NaN
1.4020,599,172.3,22.5,0.0015,335.00,2.53,,,,NaN
1.4260,610,179.8,22.5,0.0020,293.38,2.47,,,,NaN
1.4575,619,187.8,22.5,0.0035,246.54,2.39,,,,NaN
1.4965,628,195.3,22.5,0.0045,,,,,,
1.5515,636,203.2,22.5,0.0065,,,,,,
1.6255,644,211.1,22.5,0.0095,,,,,,
1.7260,651,219.1,22.5,0.0135,,,,,,
1.8620,659,227.0,22.5,0.0175,,,,,,
Scope 1/1, Sample 3/8 (HT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-9.1,22.4,NaN,,,,,,
0.0200,26,-57.9,22.5,0.0010,,,,,,
0.0400,29,-58.3,22.5,0.0065,,,,,,
0.0900,54,-50.0,22.4,0.0020,,,,,,
0.1370,83,-38.4,22.4,0.0015,,,,,,
0.1800,114,-25.4,22.4,0.0015,,,,,,
0.2230,144,-12.4,22.4,0.0015,,,,,,
0.2770,169,-1.6,22.4,0.0020,,,,,,
0.3960,199,12.9,22.4,0.0040,,,,,,
0.5960,229,30.9,22.4,0.0065,81.78,1.91,,,,NaN
0.7960,260,48.8,22.4,0.0065,82.50,1.92,,,,NaN
0.9755,290,67.6,22.4,0.0060,117.49,2.07,,,,NaN
1.1070,320,84.2,22.3,0.0045,162.39,2.21,,,,NaN
1.2120,348,101.7,22.3,0.0035,220.97,2.34,,,,NaN
1.2485,490,110.1,22.3,0.0005,263.64,2.42,,,,NaN
1.2740,509,116.1,22.3,0.0015,299.31,2.48,,,,NaN
1.3070,530,125.8,22.3,0.0015,341.73,2.53,,,,NaN
1.3285,550,133.9,22.3,0.0010,375.22,2.57,,,,NaN
1.3485,568,143.0,22.3,0.0010,433.25,2.64,,,,NaN
1.3685,584,152.8,22.3,0.0010,449.20,2.65,,,,NaN
1.3885,598,162.3,22.3,0.0015,409.09,2.61,,,,NaN
1.4085,610,170.4,22.3,0.0015,351.37,2.55,,,,NaN
1.4315,620,178.1,22.3,0.0020,306.90,2.49,,,,NaN
1.4600,629,185.8,22.3,0.0030,261.75,2.42,,,,NaN
1.4980,638,193.5,22.3,0.0045,209.94,2.32,,,,NaN
1.5490,645,201.3,22.3,0.0070,,,,,,
1.6185,653,209.2,22.3,0.0090,,,,,,
1.7135,660,217.3,22.2,0.0130,,,,,,
1.8400,668,225.0,22.2,0.0160,,,,,,
2.0205,675,233.2,22.2,0.0245,,,,,,
Scope 1/1, Sample 4/8 (BT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-8.8,22.1,NaN,,,,,,
0.0200,24,-57.6,22.2,0.0010,,,,,,
0.0400,28,-58.0,22.2,0.0055,,,,,,
0.0900,51,-50.3,22.2,0.0020,,,,,,
0.1440,82,-36.8,22.2,0.0020,,,,,,
0.1830,112,-23.9,22.2,0.0015,,,,,,
0.2195,140,-12.8,22.2,0.0015,,,,,,
0.2770,165,-1.6,22.2,0.0025,,,,,,
0.4040,195,13.4,22.2,0.0040,,,,,,
0.6040,225,32.3,22.1,0.0065,67.10,1.83,,,,NaN
0.8040,256,50.6,22.1,0.0065,69.33,1.84,,,,NaN
0.9865,286,69.1,22.1,0.0060,124.43,2.09,,,,NaN
1.1280,290,78.6,22.1,0.0320,200.74,2.30,,,,NaN
1.3280,321,138.8,22.1,0.0065,367.38,2.57,,,,NaN
1.3480,458,148.9,22.1,0.0000,357.20,2.55,,,,NaN
1.3680,472,158.6,22.1,0.0015,321.45,2.51,,,,NaN
1.3880,484,166.9,22.1,0.0015,350.73,2.54,,,,NaN
1.4105,495,175.3,22.1,0.0020,321.99,2.51,,,,NaN
1.4345,505,182.2,22.1,0.0025,282.65,2.45,,,,NaN
1.4695,515,190.3,22.1,0.0035,230.17,2.36,,,,NaN
1.5130,523,197.9,22.1,0.0055,,,,,,
1.5745,531,205.9,22.1,0.0080,,,,,,
1.6560,538,213.8,22.1,0.0115,,,,,,
1.7690,545,221.7,22.1,0.0165,,,,,,
1.9240,552,229.7,22.1,0.0230,,,,,,
Scope 1/1, Sample 5/8 (BT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-8.5,21.9,NaN,,,,,,
0.0200,26,-57.9,21.9,0.0010,,,,,,
0.0400,30,-58.3,21.9,0.0055,,,,,,
