Task,T1574
Scope 1/1, Sample 1/8 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,37.4,16.2,NaN,,,,,,
0.0200,28,-47.2,16.2,0.0005,,,,,,
0.0400,42,-53.2,16.2,0.0015,,,,,,
0.0900,45,-53.6,16.2,0.0165,,,,,,
0.2150,75,-30.1,16.2,0.0040,,,,,,
0.2510,106,-12.3,16.2,0.0010,,,,,,
0.2710,135,-2.8,16.2,0.0005,,,,,,
0.3060,144,-0.7,16.2,0.0040,,,,,,
0.3935,155,3.1,16.2,0.0080,,,,,,
0.5935,185,16.8,16.2,0.0065,,,,,,
0.7935,215,31.6,16.2,0.0065,75.97,1.88,,,,NaN
0.9935,246,52.2,16.2,0.0065,160.95,2.21,,,,NaN
1.1140,276,72.3,16.2,0.0040,231.49,2.36,,,,NaN
1.1730,306,90.1,16.2,0.0020,277.57,2.44,,,,NaN
1.2025,333,101.0,16.2,0.0010,307.06,2.49,,,,NaN
1.2225,467,106.8,16.2,0.0000,331.54,2.52,,,,NaN
1.2575,496,116.2,16.2,0.0010,368.33,2.57,,,,NaN
1.2900,524,127.6,16.1,0.0010,385.97,2.59,,,,NaN
1.3100,546,136.8,16.2,0.0010,431.32,2.63,,,,NaN
1.3300,567,146.9,16.1,0.0010,471.66,2.67,,,,NaN
1.3500,584,157.5,16.1,0.0010,444.88,2.65,,,,NaN
1.3700,599,166.2,16.1,0.0015,379.44,2.58,,,,NaN
1.3920,612,174.5,16.1,0.0015,328.36,2.52,,,,NaN
1.4170,623,181.6,16.1,0.0025,285.42,2.46,,,,NaN
1.4535,634,189.7,16.1,0.0035,228.13,2.36,,,,NaN
1.5005,643,197.4,16.1,0.0050,,,,,,
1.5655,653,205.4,16.1,0.0065,,,,,,
1.6540,662,213.2,16.1,0.0105,,,,,,
1.7780,670,221.2,16.1,0.0150,,,,,,
1.9470,679,229.2,16.1,0.0195,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,6.7,19.3,NaN,,,,,,
0.0200,28,-61.8,19.4,0.0005,,,,,,
0.0400,31,-62.6,19.4,0.0075,,,,,,
0.0900,34,-62.6,19.4,0.0170,,,,,,
0.2150,64,-42.4,19.3,0.0040,,,,,,
0.2640,94,-24.7,19.3,0.0015,,,,,,
0.2840,124,-14.2,19.2,0.0005,,,,,,
0.3050,140,-10.1,19.2,0.0015,,,,,,
0.3575,164,-2.1,19.1,0.0020,,,,,,
0.4885,194,8.8,19.1,0.0045,,,,,,
0.6885,224,22.2,19.0,0.0065,,,,,,
0.8885,254,35.9,18.9,0.0065,58.93,1.77,,,,NaN
1.0885,285,52.0,18.9,0.0065,96.51,1.98,,,,NaN
1.2850,315,72.3,18.8,0.0065,171.39,2.23,,,,NaN
1.4065,345,95.0,18.8,0.0040,249.06,2.40,,,,NaN
1.4540,374,110.8,18.7,0.0015,300.61,2.48,,,,NaN
1.4740,512,116.7,18.5,0.0000,326.34,2.51,,,,NaN
1.5045,538,125.3,18.5,0.0010,358.65,2.55,,,,NaN
1.5345,561,136.5,18.4,0.0015,389.95,2.59,,,,NaN
1.5545,584,146.1,18.4,0.0010,413.31,2.62,,,,NaN
1.5745,602,155.4,18.4,0.0010,431.06,2.63,,,,NaN
1.5945,616,164.6,18.4,0.0015,386.36,2.59,,,,NaN
1.6145,630,172.1,18.3,0.0015,332.86,2.52,,,,NaN
1.6405,643,180.4,18.3,0.0020,289.79,2.46,,,,NaN
1.6700,653,187.6,18.3,0.0030,245.32,2.39,,,,NaN
1.7125,663,195.5,18.3,0.0045,,,,,,
1.7695,672,203.4,18.3,0.0065,,,,,,
