Task,T835
Scope 1/1, Sample 1/8 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-64.2,19.9,NaN,,,,,,
0.0200,12,-75.5,19.9,0.0015,,,,,,
0.0400,15,-75.9,19.9,0.0065,,,,,,
0.0900,27,-73.0,19.9,0.0045,,,,,,
0.2150,57,-56.5,19.9,0.0040,,,,,,
0.2890,87,-39.5,19.9,0.0025,,,,,,
0.3290,117,-24.3,19.9,0.0015,,,,,,
0.3545,142,-14.4,19.9,0.0010,,,,,,
0.3945,166,-4.5,19.9,0.0015,,,,,,
0.4945,197,9.6,19.9,0.0035,,,,,,
0.6930,227,29.7,19.9,0.0065,,,,,,
0.8930,257,49.5,19.9,0.0065,69.30,1.84,,,,NaN
1.0575,262,60.3,19.9,0.0305,85.24,1.93,,,,NaN
1.2575,293,81.4,19.9,0.0065,140.47,2.15,,,,NaN
1.3730,317,97.7,19.9,0.0045,200.14,2.30,,,,NaN
1.4570,339,115.9,19.9,0.0040,276.62,2.44,,,,NaN
1.4810,473,123.1,19.9,0.0000,310.65,2.49,,,,NaN
1.5010,487,129.2,19.9,0.0015,332.85,2.52,,,,NaN
1.5275,501,138.8,19.9,0.0020,363.31,2.56,,,,NaN
1.5475,515,147.6,19.9,0.0015,405.71,2.61,,,,NaN
1.5675,527,156.6,19.9,0.0015,412.12,2.62,,,,NaN
1.5875,538,165.4,19.9,0.0020,368.33,2.57,,,,NaN
1.6075,549,172.8,19.9,0.0020,322.41,2.51,,,,NaN
1.6330,558,180.5,19.9,0.0025,282.71,2.45,,,,NaN
1.6655,568,188.4,19.9,0.0035,236.73,2.37,,,,NaN
1.7065,576,195.9,19.9,0.0050,,,,,,
1.7645,584,203.8,19.9,0.0075,,,,,,
1.8435,592,211.8,19.9,0.0105,,,,,,
1.9495,599,219.8,19.9,0.0145,,,,,,
2.0935,607,227.6,19.9,0.0185,,,,,,
Scope 1/1, Sample 2/8 (HT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-41.3,21.4,NaN,,,,,,
0.0200,16,-59.5,21.5,0.0015,,,,,,
0.0400,19,-59.8,21.5,0.0075,,,,,,
0.0900,38,-54.2,21.4,0.0025,,,,,,
0.1895,68,-35.4,21.4,0.0035,,,,,,
0.2405,98,-17.5,21.4,0.0015,,,,,,
0.2655,121,-9.1,21.4,0.0010,,,,,,
0.3145,138,-0.5,21.3,0.0030,,,,,,
0.4370,168,15.1,21.3,0.0040,,,,,,
0.6110,199,32.4,21.3,0.0055,89.95,1.95,,,,NaN
0.8110,229,50.1,21.2,0.0065,71.02,1.85,,,,NaN
1.0110,258,66.1,21.2,0.0070,81.35,1.91,,,,NaN
1.2110,284,82.3,21.2,0.0075,122.77,2.09,,,,NaN
1.4085,314,110.3,21.2,0.0065,217.89,2.34,,,,NaN
1.4405,450,118.2,21.1,0.0000,265.94,2.42,,,,NaN
1.4605,465,123.5,21.0,0.0015,302.21,2.48,,,,NaN
