Task,T1295
Scope 1/1, Sample 1/2 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-1.1,20.2,NaN,,,,,,
0.0200,26,-62.0,20.1,0.0010,,,,,,
0.0400,29,-62.6,20.1,0.0075,,,,,,
0.0900,48,-57.8,20.1,0.0025,,,,,,
0.2150,78,-34.8,20.1,0.0040,,,,,,
0.2600,108,-14.8,20.1,0.0015,,,,,,
0.2800,134,-6.3,20.1,0.0010,,,,,,
0.3190,149,-1.3,20.1,0.0025,,,,,,
0.4165,179,9.8,20.1,0.0030,,,,,,
0.5750,209,23.7,20.1,0.0050,,,,,,
0.7750,240,40.2,20.1,0.0065,77.93,1.89,,,,NaN
0.9750,270,59.5,20.1,0.0065,119.48,2.08,,,,NaN
1.1175,300,78.4,20.1,0.0050,174.20,2.24,,,,NaN
1.2045,330,95.3,20.1,0.0030,227.75,2.36,,,,NaN
1.2610,354,108.4,20.1,0.0025,282.65,2.45,,,,NaN
1.2900,495,115.7,20.1,0.0000,323.62,2.51,,,,NaN
1.3190,519,124.8,20.1,0.0010,358.46,2.55,,,,NaN
1.3395,539,132.8,20.1,0.0010,383.75,2.58,,,,NaN
1.3595,560,142.5,20.1,0.0010,436.26,2.64,,,,NaN
1.3795,578,152.4,20.1,0.0010,454.62,2.66,,,,NaN
1.3995,593,162.0,20.1,0.0015,407.20,2.61,,,,NaN
1.4195,606,169.9,20.1,0.0015,350.44,2.54,,,,NaN
1.4435,617,178.0,20.1,0.0020,304.70,2.48,,,,NaN
1.4715,627,185.2,20.1,0.0030,259.52,2.41,,,,NaN
1.5125,636,193.3,20.1,0.0045,204.18,2.31,,,,NaN
1.5645,645,201.1,20.1,0.0055,,,,,,
1.6365,653,208.9,20.1,0.0085,,,,,,
1.7375,662,217.0,20.1,0.0115,,,,,,
1.8720,669,224.9,20.1,0.0185,,,,,,
2.0605,677,232.9,20.1,0.0240,,,,,,
Scope 1/1, Sample 2/2 (CRM 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,27.1,19.9,NaN,,,,,,
0.0200,28,-45.8,19.9,0.0005,,,,,,
0.0400,32,-47.8,19.9,0.0050,,,,,,
0.0900,62,-40.1,19.9,0.0015,,,,,,
0.1580,93,-22.2,19.9,0.0020,,,,,,
0.1935,123,-9.1,19.9,0.0010,,,,,,
0.2245,146,-1.9,19.9,0.0015,,,,,,
0.3020,156,3.2,19.9,0.0080,,,,,,
0.4960,186,20.4,19.9,0.0065,,,,,,
0.6585,216,37.7,19.9,0.0055,91.84,1.96,,,,NaN
0.7845,246,52.0,19.9,0.0040,110.72,2.04,,,,NaN
0.9155,277,66.8,19.9,0.0045,134.15,2.13,,,,NaN
1.0590,307,85.4,19.9,0.0050,176.03,2.25,,,,NaN
1.1660,337,105.3,19.9,0.0035,243.33,2.39,,,,NaN
1.1960,462,113.1,19.9,0.0000,280.81,2.45,,,,NaN
1.2180,483,118.8,19.9,0.0010,307.63,2.49,,,,NaN
1.2480,506,128.1,19.9,0.0015,342.98,2.54,,,,NaN
1.2700,523,136.6,19.9,0.0015,377.77,2.58,,,,NaN
1.2900,541,145.6,19.9,0.0010,424.86,2.63,,,,NaN
1.3100,556,154.7,19.9,0.0015,421.27,2.62,,,,NaN
1.3300,570,163.3,19.9,0.0015,377.69,2.58,,,,NaN
1.3500,582,170.9,19.9,0.0015,328.07,2.52,,,,NaN
1.3730,592,178.2,19.9,0.0020,289.50,2.46,,,,NaN
1.4040,602,185.8,19.9,0.0030,243.76,2.39,,,,NaN
1.4460,611,193.8,19.9,0.0045,193.30,2.29,,,,NaN
1.5005,619,201.5,19.9,0.0065,,,,,,
1.5750,627,209.3,19.9,0.0095,,,,,,
1.6785,634,217.4,19.9,0.0140,,,,,,
1.8175,643,225.3,19.9,0.0155,,,,,,
2.0085,651,233.1,19.9,0.0250,,,,,,
