Task,T984
Scope 1/1, Sample 1/9 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-11.2,20.0,NaN,,,,,,
0.0200,23,-54.7,20.1,0.0010,,,,,,
0.0400,26,-55.1,20.1,0.0060,,,,,,
0.0900,50,-46.6,20.0,0.0020,,,,,,
0.1335,80,-33.3,20.0,0.0015,,,,,,
0.1630,108,-21.9,20.0,0.0010,,,,,,
0.1960,134,-12.4,20.0,0.0015,,,,,,
0.2695,157,-0.4,20.0,0.0030,,,,,,
0.4440,188,17.8,20.0,0.0055,,,,,,
0.6440,218,38.0,20.0,0.0065,84.88,1.93,,,,NaN
0.8090,248,55.2,20.0,0.0055,93.55,1.97,,,,NaN
0.9565,276,70.3,20.0,0.0055,119.68,2.08,,,,NaN
1.1155,302,88.3,20.0,0.0060,173.28,2.24,,,,NaN
1.2435,328,112.8,20.0,0.0050,265.94,2.42,,,,NaN
1.2680,465,119.8,19.9,0.0000,313.68,2.50,,,,NaN
1.2880,480,126.0,19.9,0.0015,340.44,2.53,,,,NaN
1.3115,496,134.9,19.9,0.0015,360.31,2.56,,,,NaN
1.3315,512,143.6,19.9,0.0015,410.05,2.61,,,,NaN
1.3515,525,153.2,19.9,0.0015,429.80,2.63,,,,NaN
1.3715,537,162.2,19.9,0.0015,385.74,2.59,,,,NaN
1.3915,548,170.0,19.9,0.0020,336.41,2.53,,,,NaN
1.4155,557,177.5,19.9,0.0025,294.91,2.47,,,,NaN
1.4470,566,185.6,19.9,0.0035,248.00,2.39,,,,NaN
1.4855,574,193.1,19.9,0.0045,199.46,2.30,,,,NaN
1.5395,582,200.9,19.9,0.0065,,,,,,
1.6140,590,208.9,19.9,0.0090,,,,,,
1.7150,598,216.9,19.9,0.0135,,,,,,
1.8535,605,224.8,19.9,0.0190,,,,,,
2.0425,613,232.8,19.9,0.0235,,,,,,
Scope 1/1, Sample 2/9 (POC-205_20200105_4)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,2.8,15.5,NaN,,,,,,
0.0200,28,-53.0,15.4,0.0005,,,,,,
0.0400,31,-53.6,15.4,0.0075,,,,,,
0.0900,52,-46.6,15.4,0.0025,,,,,,
0.1565,82,-30.3,15.5,0.0020,,,,,,
0.1935,112,-14.2,15.6,0.0010,,,,,,
0.2145,132,-6.9,15.6,0.0010,,,,,,
0.2670,148,-0.4,15.7,0.0030,,,,,,
0.3980,178,13.2,15.7,0.0045,,,,,,
0.5825,209,29.0,15.8,0.0060,,,,,,
0.7825,239,48.1,15.9,0.0065,94.39,1.97,,,,NaN
