Task,T1202
Scope 1/1, Sample 1/2 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-53.8,20.4,NaN,,,,,,
0.0200,10,-66.0,20.3,0.0020,,,,,,
0.0400,13,-66.3,20.3,0.0065,,,,,,
0.0900,29,-61.5,20.3,0.0030,,,,,,
0.2150,59,-40.0,20.3,0.0040,,,,,,
0.2660,89,-20.2,20.3,0.0015,,,,,,
0.2860,114,-10.7,20.3,0.0010,,,,,,
0.3140,135,-4.6,20.3,0.0015,,,,,,
0.3840,155,3.0,20.3,0.0035,,,,,,
0.5590,185,18.9,20.2,0.0060,,,,,,
0.7590,215,36.1,20.2,0.0065,80.06,1.90,,,,NaN
0.9560,245,55.1,20.2,0.0065,100.39,2.00,,,,NaN
1.1040,276,71.3,20.2,0.0050,132.85,2.12,,,,NaN
1.2315,306,88.6,20.2,0.0045,180.68,2.26,,,,NaN
1.3275,333,106.3,20.2,0.0035,249.59,2.40,,,,NaN
1.3595,476,113.6,20.1,0.0000,300.42,2.48,,,,NaN
1.3880,495,121.5,20.1,0.0015,342.28,2.53,,,,NaN
1.4120,513,130.5,20.1,0.0015,368.85,2.57,,,,NaN
1.4320,531,139.6,20.1,0.0010,416.38,2.62,,,,NaN
1.4520,548,150.0,20.1,0.0010,465.41,2.67,,,,NaN
1.4720,561,160.0,20.1,0.0015,426.20,2.63,,,,NaN
1.4920,573,168.5,20.1,0.0015,363.59,2.56,,,,NaN
1.5140,583,176.1,20.1,0.0020,318.61,2.50,,,,NaN
1.5425,592,183.9,20.1,0.0030,270.73,2.43,,,,NaN
1.5795,601,191.7,20.1,0.0040,216.38,2.34,,,,NaN
1.6290,609,199.4,20.1,0.0060,,,,,,
1.6980,617,207.5,20.1,0.0090,,,,,,
1.7890,624,215.2,20.1,0.0120,,,,,,
1.9175,632,223.3,20.1,0.0160,,,,,,
2.0920,639,231.2,20.1,0.0240,,,,,,
Scope 1/1, Sample 2/2 (CRM)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,13.0,20.0,NaN,,,,,,
0.0200,28,-50.0,20.0,0.0005,,,,,,
0.0400,31,-50.8,19.9,0.0075,,,,,,
0.0900,55,-42.0,19.9,0.0020,,,,,,
0.1310,85,-27.7,19.9,0.0015,,,,,,
0.1545,113,-17.2,19.9,0.0010,,,,,,
0.1820,135,-9.9,19.9,0.0010,,,,,,
0.2510,157,-0.1,19.9,0.0030,,,,,,
0.4235,187,17.1,19.9,0.0060,,,,,,
0.6235,217,35.0,19.9,0.0065,83.32,1.92,,,,NaN
0.8235,247,54.7,19.9,0.0065,110.90,2.04,,,,NaN
0.9710,278,74.3,19.9,0.0050,151.44,2.18,,,,NaN
1.0595,308,89.0,19.9,0.0030,188.04,2.27,,,,NaN
1.1370,332,102.5,19.9,0.0030,235.54,2.37,,,,NaN
1.1810,477,113.2,19.8,0.0005,280.66,2.45,,,,NaN
1.2045,495,119.0,19.8,0.0015,306.32,2.49,,,,NaN
1.2370,516,129.3,19.8,0.0015,345.37,2.54,,,,NaN
1.2570,532,137.6,19.8,0.0010,383.04,2.58,,,,NaN
1.2770,548,146.6,19.8,0.0015,424.60,2.63,,,,NaN
1.2970,562,156.1,19.8,0.0015,421.66,2.62,,,,NaN
1.3170,574,164.5,19.8,0.0015,372.42,2.57,,,,NaN
1.3385,584,172.5,19.8,0.0020,322.70,2.51,,,,NaN
1.3625,593,179.8,19.8,0.0025,283.40,2.45,,,,NaN
1.3955,603,187.6,19.8,0.0035,235.71,2.37,,,,NaN
1.4385,611,195.3,19.8,0.0055,,,,,,
1.4975,619,203.3,19.8,0.0075,,,,,,
1.5750,627,211.1,19.8,0.0100,,,,,,
1.6840,634,219.0,19.8,0.0160,,,,,,
1.8340,642,227.1,19.8,0.0195,,,,,,
