Task,T784
Scope 1/1, Sample 1/8 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-36.5,19.5,NaN,,,,,,
0.0200,18,-59.7,19.6,0.0010,,,,,,
0.0400,21,-60.2,19.6,0.0060,,,,,,
0.0900,38,-55.1,19.6,0.0030,,,,,,
0.2135,69,-31.3,19.6,0.0040,,,,,,
0.2575,99,-11.6,19.6,0.0015,,,,,,
0.2775,118,-4.8,19.6,0.0010,,,,,,
0.3275,139,3.0,19.6,0.0025,,,,,,
0.4525,169,17.0,19.6,0.0040,,,,,,
0.6480,200,35.1,19.6,0.0065,79.73,1.90,,,,NaN
0.8480,230,51.9,19.6,0.0065,71.19,1.85,,,,NaN
1.0480,259,68.3,19.6,0.0070,89.16,1.95,,,,NaN
1.2480,287,86.5,19.6,0.0070,139.88,2.15,,,,NaN
1.4040,312,110.6,19.6,0.0060,222.90,2.35,,,,NaN
1.4345,450,118.3,19.7,0.0000,268.66,2.43,,,,NaN
1.4545,463,123.4,19.7,0.0015,301.72,2.48,,,,NaN
1.4850,479,133.1,19.7,0.0020,336.74,2.53,,,,NaN
1.5055,493,140.9,19.7,0.0015,367.77,2.57,,,,NaN
1.5255,506,149.5,19.7,0.0015,414.35,2.62,,,,NaN
1.5455,519,158.4,19.7,0.0015,401.82,2.60,,,,NaN
1.5655,530,166.8,19.7,0.0015,356.97,2.55,,,,NaN
1.5855,540,174.0,19.7,0.0020,314.23,2.50,,,,NaN
1.6115,550,181.6,19.7,0.0025,274.58,2.44,,,,NaN
1.6460,559,189.5,19.7,0.0040,227.48,2.36,,,,NaN
1.6905,567,197.3,19.7,0.0055,,,,,,
1.7495,575,205.0,19.7,0.0075,,,,,,
1.8330,583,213.0,19.7,0.0110,,,,,,
1.9445,590,220.9,19.7,0.0155,,,,,,
2.0970,598,228.8,19.7,0.0205,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-48.5,22.4,NaN,,,,,,
0.0200,12,-63.1,22.6,0.0015,,,,,,
0.0400,15,-63.5,22.6,0.0060,,,,,,
0.0900,35,-57.7,22.5,0.0025,,,,,,
0.1875,65,-39.3,22.5,0.0035,,,,,,
0.2390,95,-22.6,22.4,0.0015,,,,,,
0.2675,118,-13.5,22.4,0.0010,,,,,,
0.3185,142,-2.2,22.3,0.0020,,,,,,
0.4220,173,11.8,22.3,0.0035,,,,,,
0.6175,203,31.0,22.2,0.0065,,,,,,
0.8175,233,49.5,22.2,0.0065,62.99,1.80,,,,NaN
1.0010,238,58.0,22.2,0.0365,70.44,1.85,,,,NaN
1.2010,268,77.8,22.1,0.0065,108.16,2.03,,,,NaN
1.3320,292,91.4,22.1,0.0055,154.45,2.19,,,,NaN
1.4800,317,116.9,22.0,0.0060,248.27,2.39,,,,NaN
1.5080,452,124.7,21.9,0.0000,284.10,2.45,,,,NaN
1.5280,464,130.3,21.8,0.0015,312.35,2.49,,,,NaN
1.5565,478,140.2,21.8,0.0020,337.56,2.53,,,,NaN
1.5765,491,148.2,21.8,0.0015,373.04,2.57,,,,NaN
1.5965,503,156.8,21.8,0.0015,395.42,2.60,,,,NaN
1.6165,514,165.0,21.8,0.0020,361.06,2.56,,,,NaN
1.6365,523,172.4,21.8,0.0020,318.26,2.50,,,,NaN
1.6610,532,180.1,21.8,0.0030,280.70,2.45,,,,NaN
1.6910,540,187.4,21.8,0.0040,240.59,2.38,,,,NaN
1.7325,547,195.4,21.7,0.0055,193.29,2.29,,,,NaN
1.7870,555,203.3,21.7,0.0065,,,,,,
1.8595,562,211.0,21.7,0.0100,,,,,,
1.9615,570,219.1,21.7,0.0130,,,,,,
2.0970,577,226.9,21.7,0.0205,,,,,,
2.2880,584,234.9,21.7,0.0290,,,,,,
Scope 1/1, Sample 3/8 (HT2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-46.1,21.5,NaN,,,,,,
0.0200,14,-63.4,21.6,0.0015,,,,,,
0.0400,18,-63.6,21.6,0.0055,,,,,,
0.0900,34,-58.9,21.6,0.0030,,,,,,
0.2150,64,-36.1,21.6,0.0040,,,,,,
0.2605,94,-17.6,21.5,0.0015,,,,,,
0.2805,113,-10.9,21.5,0.0010,,,,,,
0.3305,134,-1.3,21.5,0.0025,,,,,,
0.4555,165,14.5,21.5,0.0040,,,,,,
0.6490,195,33.3,21.4,0.0065,,,,,,
0.8490,225,50.8,21.4,0.0065,61.98,1.79,,,,NaN
1.0490,230,59.8,21.4,0.0375,76.70,1.88,,,,NaN
1.2490,260,81.9,21.4,0.0065,124.06,2.09,,,,NaN
1.3535,281,94.0,21.4,0.0050,167.75,2.22,,,,NaN
1.4850,306,118.3,21.3,0.0055,259.27,2.41,,,,NaN
1.5120,440,125.5,21.2,0.0000,294.84,2.47,,,,NaN
1.5330,453,131.7,21.2,0.0015,324.46,2.51,,,,NaN
1.5570,467,140.8,21.2,0.0015,346.50,2.54,,,,NaN
1.5770,480,149.2,21.2,0.0015,387.46,2.59,,,,NaN
1.5970,492,158.0,21.2,0.0015,403.34,2.61,,,,NaN
1.6170,503,166.3,21.2,0.0020,359.33,2.56,,,,NaN
1.6375,514,173.8,21.2,0.0020,315.11,2.50,,,,NaN
1.6620,523,181.2,21.2,0.0025,277.86,2.44,,,,NaN
1.6945,532,188.9,21.1,0.0035,233.54,2.37,,,,NaN
1.7365,541,196.5,21.1,0.0050,,,,,,
1.7955,548,204.5,21.1,0.0085,,,,,,
1.8730,556,212.4,21.1,0.0100,,,,,,
1.9795,563,220.2,21.1,0.0150,,,,,,
2.1285,571,228.3,21.1,0.0190,,,,,,
Scope 1/1, Sample 4/8 (BT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-45.7,19.8,NaN,,,,,,
0.0200,14,-63.7,19.8,0.0015,,,,,,
0.0400,17,-64.1,19.8,0.0060,,,,,,
0.0900,32,-59.8,19.8,0.0035,,,,,,
0.2150,62,-37.9,19.8,0.0040,,,,,,
0.2610,93,-18.6,19.8,0.0015,,,,,,
0.2810,114,-10.3,19.8,0.0010,,,,,,
0.3200,133,-2.4,19.8,0.0020,,,,,,
0.4175,162,11.1,19.8,0.0035,,,,,,
0.5835,192,27.5,19.8,0.0055,,,,,,
0.7835,222,45.6,19.8,0.0065,58.04,1.76,,,,NaN
0.9740,228,55.1,19.8,0.0300,64.08,1.81,,,,NaN
1.1740,233,70.6,19.8,0.0375,103.83,2.02,,,,NaN
1.3740,264,96.6,19.8,0.0065,189.78,2.28,,,,NaN
1.4495,285,112.4,19.8,0.0035,251.71,2.40,,,,NaN
1.4730,416,118.3,19.8,0.0000,281.72,2.45,,,,NaN
1.4995,430,125.2,19.8,0.0020,312.74,2.50,,,,NaN
1.5290,445,134.8,19.8,0.0020,341.69,2.53,,,,NaN
1.5490,460,142.8,19.8,0.0015,377.81,2.58,,,,NaN
1.5690,471,151.4,19.8,0.0020,414.91,2.62,,,,NaN
1.5890,483,160.3,19.8,0.0015,395.06,2.60,,,,NaN
1.6090,493,168.3,19.8,0.0020,346.88,2.54,,,,NaN
1.6310,502,176.0,19.8,0.0025,304.36,2.48,,,,NaN
1.6575,511,183.4,19.8,0.0030,265.15,2.42,,,,NaN
1.6930,519,191.2,19.8,0.0045,218.71,2.34,,,,NaN
1.7395,527,198.8,19.8,0.0060,,,,,,
1.8040,534,206.8,19.8,0.0085,,,,,,
1.8905,541,214.7,19.8,0.0115,,,,,,
2.0075,548,222.5,19.8,0.0165,,,,,,
2.1740,555,230.7,19.8,0.0235,,,,,,
Scope 1/1, Sample 5/8 (BT2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-45.0,19.5,NaN,,,,,,
0.0200,15,-63.7,19.5,0.0015,,,,,,
0.0400,18,-64.1,19.5,0.0060,,,,,,
