Task,T1140
Scope 1/1, Sample 1/8 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-31.3,19.4,NaN,,,,,,
0.0200,20,-64.7,19.4,0.0010,,,,,,
0.0400,23,-65.0,19.4,0.0070,,,,,,
0.0900,38,-60.8,19.4,0.0035,,,,,,
0.2150,68,-40.6,19.4,0.0040,,,,,,
0.2665,98,-21.4,19.4,0.0015,,,,,,
0.2865,123,-11.8,19.4,0.0010,,,,,,
0.3125,141,-6.2,19.4,0.0015,,,,,,
0.3775,166,2.9,19.4,0.0025,,,,,,
0.5400,196,17.8,19.4,0.0055,,,,,,
0.7400,226,34.7,19.4,0.0065,76.27,1.88,,,,NaN
0.9400,256,52.4,19.5,0.0065,81.17,1.91,,,,NaN
1.1125,287,67.7,19.5,0.0055,103.52,2.02,,,,NaN
1.2920,317,86.8,19.5,0.0060,151.29,2.18,,,,NaN
1.4175,346,107.0,19.5,0.0045,219.43,2.34,,,,NaN
1.4505,485,114.3,19.5,0.0000,265.38,2.42,,,,NaN
1.4770,504,121.0,19.5,0.0015,303.59,2.48,,,,NaN
1.5045,524,129.4,19.5,0.0015,335.90,2.53,,,,NaN
1.5260,541,137.5,19.5,0.0015,369.30,2.57,,,,NaN
1.5460,557,146.6,19.5,0.0010,425.93,2.63,,,,NaN
1.5660,572,156.0,19.5,0.0015,422.71,2.63,,,,NaN
1.5860,584,164.5,19.5,0.0015,376.42,2.58,,,,NaN
1.6070,595,172.5,19.5,0.0020,326.42,2.51,,,,NaN
1.6300,605,179.6,19.5,0.0025,288.69,2.46,,,,NaN
1.6630,614,187.7,19.5,0.0035,239.83,2.38,,,,NaN
1.7035,623,195.2,19.5,0.0045,191.55,2.28,,,,NaN
1.7605,631,203.1,19.5,0.0070,,,,,,
1.8375,639,211.0,19.5,0.0100,,,,,,
1.9435,646,219.0,19.5,0.0145,,,,,,
2.0860,654,226.9,19.5,0.0180,,,,,,
2.2840,662,234.9,19.5,0.0260,,,,,,
Scope 1/1, Sample 2/8 (HT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-31.9,19.5,NaN,,,,,,
0.0200,19,-65.6,19.6,0.0010,,,,,,
0.0400,22,-65.9,19.6,0.0060,,,,,,
0.0900,38,-61.6,19.6,0.0030,,,,,,
0.2150,68,-41.6,19.6,0.0040,,,,,,
0.2700,98,-21.8,19.6,0.0020,,,,,,
0.2900,118,-12.9,19.6,0.0010,,,,,,
0.3190,138,-6.1,19.6,0.0015,,,,,,
0.3915,160,3.3,19.6,0.0035,,,,,,
0.5725,190,21.9,19.6,0.0060,,,,,,
0.7670,220,38.8,19.6,0.0065,71.97,1.86,,,,NaN
0.9670,251,55.1,19.6,0.0065,74.26,1.87,,,,NaN
1.1670,281,72.8,19.6,0.0070,108.33,2.03,,,,NaN
1.3350,311,91.5,19.6,0.0055,170.36,2.23,,,,NaN
1.4480,317,106.0,19.6,0.0195,247.99,2.39,,,,NaN
1.5020,459,125.7,19.6,0.0005,312.21,2.49,,,,NaN
1.5220,463,132.3,19.6,0.0045,334.52,2.52,,,,NaN
1.5495,482,142.4,19.6,0.0015,350.81,2.55,,,,NaN
1.5695,497,151.0,19.6,0.0015,398.72,2.60,,,,NaN
1.5895,510,159.6,19.6,0.0015,381.36,2.58,,,,NaN
1.6095,520,167.4,19.6,0.0020,340.67,2.53,,,,NaN
1.6320,530,175.1,19.6,0.0025,298.28,2.47,,,,NaN
1.6590,539,182.7,19.6,0.0030,261.62,2.42,,,,NaN
1.6940,549,190.4,19.6,0.0035,217.07,2.34,,,,NaN
1.7405,558,198.0,19.6,0.0055,,,,,,
1.8050,565,206.0,19.6,0.0090,,,,,,
1.8920,572,213.9,19.6,0.0120,,,,,,
2.0105,580,221.8,19.6,0.0155,,,,,,
2.1740,588,229.8,19.6,0.0215,,,,,,
Scope 1/1, Sample 3/8 (HT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-31.7,19.4,NaN,,,,,,
0.0200,20,-65.7,19.5,0.0010,,,,,,
0.0400,23,-66.1,19.5,0.0065,,,,,,
0.0900,39,-61.6,19.5,0.0030,,,,,,
0.2150,69,-41.1,19.5,0.0040,,,,,,
0.2680,99,-21.6,19.5,0.0020,,,,,,
0.2880,122,-12.4,19.5,0.0010,,,,,,
0.3155,140,-6.5,19.5,0.0015,,,,,,
0.3845,164,3.2,19.5,0.0030,,,,,,
0.5570,194,18.8,19.5,0.0055,,,,,,
0.7570,225,35.4,19.5,0.0065,73.16,1.86,,,,NaN
0.9570,255,52.3,19.5,0.0065,81.06,1.91,,,,NaN
1.1425,285,69.3,19.5,0.0060,109.95,2.04,,,,NaN
1.3040,315,87.7,19.5,0.0055,158.01,2.20,,,,NaN
1.4180,343,106.6,19.5,0.0040,220.29,2.34,,,,NaN
1.4510,482,114.6,19.5,0.0000,259.72,2.41,,,,NaN
1.4735,501,120.0,19.5,0.0010,288.32,2.46,,,,NaN
1.5075,522,129.8,19.5,0.0015,326.36,2.51,,,,NaN
1.5310,540,138.2,19.5,0.0015,358.70,2.55,,,,NaN
1.5510,556,146.7,19.5,0.0015,405.08,2.61,,,,NaN
1.5710,570,155.8,19.5,0.0015,409.69,2.61,,,,NaN
1.5910,583,164.3,19.5,0.0015,372.01,2.57,,,,NaN
1.6115,594,171.9,19.5,0.0020,325.65,2.51,,,,NaN
1.6365,605,179.6,19.6,0.0025,284.51,2.45,,,,NaN
1.6670,614,187.1,19.5,0.0035,241.67,2.38,,,,NaN
1.7080,622,195.0,19.5,0.0050,193.70,2.29,,,,NaN
1.7610,631,202.9,19.6,0.0060,,,,,,
1.8305,638,210.0,19.6,0.0095,,,,,,
1.9445,646,218.8,19.6,0.0145,,,,,,
2.0840,653,226.5,19.6,0.0195,,,,,,
2.2825,661,234.6,19.6,0.0255,,,,,,
Scope 1/1, Sample 4/8 (BT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-32.9,19.3,NaN,,,,,,
0.0200,20,-65.8,19.3,0.0010,,,,,,
0.0400,23,-66.2,19.3,0.0070,,,,,,
0.0900,38,-61.8,19.3,0.0035,,,,,,
0.2150,68,-41.6,19.3,0.0040,,,,,,
0.2685,98,-22.5,19.3,0.0020,,,,,,
0.2885,124,-12.4,19.3,0.0010,,,,,,
0.3115,142,-7.2,19.3,0.0010,,,,,,
0.3690,159,0.0,19.3,0.0035,,,,,,
0.5130,190,15.1,19.3,0.0045,,,,,,
0.6955,220,31.2,19.3,0.0060,,,,,,
0.8955,250,47.5,19.4,0.0065,64.01,1.81,,,,NaN
1.0955,256,57.9,19.4,0.0340,91.77,1.96,,,,NaN
1.2955,286,81.5,19.4,0.0065,154.13,2.19,,,,NaN
1.3870,316,98.9,19.4,0.0030,202.60,2.31,,,,NaN
1.4390,335,108.3,19.4,0.0025,243.22,2.39,,,,NaN
1.4855,476,119.7,19.4,0.0005,286.42,2.46,,,,NaN
1.5095,494,126.1,19.4,0.0015,310.43,2.49,,,,NaN
1.5375,513,135.3,19.4,0.0015,335.94,2.53,,,,NaN
1.5575,529,143.3,19.4,0.0010,379.48,2.58,,,,NaN
1.5775,545,152.0,19.4,0.0015,402.25,2.60,,,,NaN
1.5975,557,160.5,19.4,0.0015,384.88,2.59,,,,NaN
1.6175,570,168.2,19.4,0.0015,338.36,2.53,,,,NaN
1.6405,580,176.1,19.4,0.0020,296.85,2.47,,,,NaN
1.6665,589,183.2,19.4,0.0030,259.80,2.41,,,,NaN
1.7035,598,191.1,19.4,0.0040,212.67,2.33,,,,NaN
1.7515,607,198.8,19.4,0.0055,,,,,,
1.8185,615,206.8,19.4,0.0080,,,,,,
1.9070,623,214.6,19.4,0.0110,,,,,,
2.0310,631,222.6,19.4,0.0165,,,,,,
2.2000,638,230.6,19.4,0.0230,,,,,,
Scope 1/1, Sample 5/8 (BT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-31.2,19.1,NaN,,,,,,
0.0200,20,-65.9,19.2,0.0010,,,,,,
0.0400,24,-66.3,19.2,0.0055,,,,,,
0.0900,39,-61.9,19.2,0.0035,,,,,,
0.2150,69,-42.3,19.2,0.0040,,,,,,
0.2725,100,-22.2,19.2,0.0020,,,,,,
0.2930,126,-11.6,19.2,0.0010,,,,,,
0.3140,141,-7.2,19.2,0.0015,,,,,,
0.3665,156,-0.5,19.2,0.0035,,,,,,
0.4975,186,13.9,19.2,0.0045,,,,,,
0.6655,216,29.1,19.2,0.0055,81.66,1.91,,,,NaN
0.8655,247,45.6,19.2,0.0065,74.25,1.87,,,,NaN
1.0655,277,61.7,19.2,0.0065,90.22,1.96,,,,NaN
1.2655,307,81.5,19.3,0.0065,134.82,2.13,,,,NaN
1.3965,336,100.2,19.3,0.0045,192.38,2.28,,,,NaN
1.4355,461,108.4,19.3,0.0005,227.44,2.36,,,,NaN
