Task,T1445
Scope 1/1, Sample 1/8 (JUNK)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-12.6,21.4,NaN,,,,,,
0.0200,28,-70.4,21.5,0.0005,,,,,,
0.0400,32,-71.8,21.5,0.0050,,,,,,
0.0900,35,-72.2,21.5,0.0160,,,,,,
0.2150,65,-52.0,21.5,0.0040,,,,,,
0.2635,96,-32.8,21.5,0.0015,,,,,,
0.2835,126,-19.8,21.5,0.0005,,,,,,
0.3035,151,-12.6,21.5,0.0010,,,,,,
0.3535,181,-3.1,21.5,0.0015,,,,,,
0.4785,199,3.4,21.5,0.0070,,,,,,
0.6785,229,19.7,21.5,0.0065,,,,,,
0.8705,259,39.7,21.5,0.0065,,,,,,
0.9905,290,62.5,21.5,0.0040,236.62,2.37,,,,NaN
1.0370,320,80.4,21.5,0.0015,265.72,2.42,,,,NaN
1.0575,346,90.4,21.5,0.0010,279.88,2.45,,,,NaN
1.0840,366,96.2,21.5,0.0015,311.45,2.49,,,,NaN
1.1500,394,112.2,21.5,0.0025,344.37,2.54,,,,NaN
1.1800,542,123.0,21.6,0.0000,337.95,2.53,,,,NaN
1.2000,568,130.8,21.6,0.0010,393.71,2.60,,,,NaN
1.2200,590,139.5,21.6,0.0010,453.63,2.66,,,,NaN
1.2400,613,150.3,21.6,0.0010,463.00,2.67,,,,NaN
1.2600,633,160.2,21.6,0.0010,425.88,2.63,,,,NaN
1.2800,648,168.9,21.6,0.0015,365.13,2.56,,,,NaN
1.3010,662,176.0,21.6,0.0015,321.46,2.51,,,,NaN
1.3310,674,184.3,21.6,0.0025,270.75,2.43,,,,NaN
1.3670,685,191.9,21.6,0.0035,217.45,2.34,,,,NaN
1.4165,694,199.7,21.6,0.0055,,,,,,
1.4835,704,207.7,21.6,0.0070,,,,,,
1.5725,713,215.5,21.6,0.0095,,,,,,
1.6975,722,223.5,21.6,0.0140,,,,,,
1.8675,730,231.4,21.6,0.0210,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,51.6,22.8,NaN,,,,,,
0.0200,28,-29.3,22.9,0.0005,,,,,,
0.0400,54,-43.0,22.9,0.0010,,,,,,
0.0900,57,-43.3,22.9,0.0145,,,,,,
