Task,T938
Scope 1/1, Sample 1/9 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-33.7,19.3,NaN,,,,,,
0.0200,18,-60.2,19.3,0.0010,,,,,,
0.0400,21,-60.6,19.3,0.0070,,,,,,
0.0900,39,-54.8,19.3,0.0030,,,,,,
0.1870,69,-35.2,19.3,0.0030,,,,,,
0.2320,99,-17.1,19.3,0.0015,,,,,,
0.2520,120,-9.5,19.3,0.0010,,,,,,
0.2965,139,-1.4,19.3,0.0025,,,,,,
0.4075,170,13.4,19.3,0.0035,,,,,,
0.5730,200,29.7,19.3,0.0055,92.38,1.97,,,,NaN
0.7730,230,47.2,19.3,0.0065,72.95,1.86,,,,NaN
0.9730,260,64.1,19.3,0.0065,87.66,1.94,,,,NaN
1.1700,288,82.5,19.3,0.0070,137.11,2.14,,,,NaN
1.3245,316,106.0,19.3,0.0055,218.51,2.34,,,,NaN
1.3570,454,113.6,19.3,0.0000,263.73,2.42,,,,NaN
1.3795,469,119.2,19.3,0.0015,300.73,2.48,,,,NaN
1.4100,485,128.3,19.3,0.0020,337.31,2.53,,,,NaN
1.4320,500,136.7,19.3,0.0015,367.99,2.57,,,,NaN
1.4520,514,145.6,19.3,0.0015,424.11,2.63,,,,NaN
1.4720,528,155.1,19.3,0.0015,419.71,2.62,,,,NaN
1.4920,539,163.8,19.3,0.0020,373.36,2.57,,,,NaN
1.5125,550,171.3,19.3,0.0020,325.22,2.51,,,,NaN
1.5385,560,179.2,19.3,0.0025,282.64,2.45,,,,NaN
1.5695,569,186.7,19.3,0.0035,238.22,2.38,,,,NaN
1.6120,577,194.4,19.3,0.0050,188.24,2.27,,,,NaN
1.6700,585,202.4,19.3,0.0070,,,,,,
1.7465,592,210.1,19.3,0.0105,,,,,,
1.8540,600,218.1,19.3,0.0140,,,,,,
2.0005,607,226.1,19.3,0.0205,,,,,,
