Task,T745
Scope 1/1, Sample 1/8 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-8.9,19.4,NaN,,,,,,
0.0200,27,-53.0,19.4,0.0005,,,,,,
0.0400,30,-53.4,19.4,0.0065,,,,,,
0.0900,60,-42.6,19.4,0.0015,,,,,,
0.1170,89,-32.2,19.4,0.0010,,,,,,
0.1405,117,-22.3,19.4,0.0010,,,,,,
0.1750,145,-11.0,19.4,0.0010,,,,,,
0.2370,167,0.1,19.4,0.0030,,,,,,
0.3920,197,20.6,19.4,0.0050,126.05,2.10,,,,NaN
0.5560,228,39.7,19.4,0.0055,94.39,1.97,,,,NaN
0.7125,258,58.7,19.5,0.0055,112.19,2.05,,,,NaN
0.8390,263,71.5,19.5,0.0260,159.85,2.20,,,,NaN
1.0280,293,108.8,19.5,0.0065,303.63,2.48,,,,NaN
1.0490,426,117.4,19.5,0.0000,346.26,2.54,,,,NaN
1.0690,442,124.0,19.5,0.0010,370.46,2.57,,,,NaN
1.0985,460,136.3,19.5,0.0015,393.73,2.60,,,,NaN
1.1185,472,145.8,19.5,0.0015,436.51,2.64,,,,NaN
1.1385,485,155.9,19.5,0.0015,437.96,2.64,,,,NaN
1.1585,496,165.3,19.5,0.0015,385.97,2.59,,,,NaN
1.1785,506,172.9,19.5,0.0020,334.55,2.52,,,,NaN
1.2045,515,180.8,19.5,0.0030,291.27,2.46,,,,NaN
1.2370,523,188.4,19.5,0.0040,240.95,2.38,,,,NaN
1.2820,532,196.6,19.5,0.0050,,,,,,
1.3395,540,204.2,19.5,0.0075,,,,,,
1.4220,547,212.2,19.5,0.0125,,,,,,
1.5340,554,220.3,19.5,0.0150,,,,,,
1.6835,561,228.1,19.5,0.0210,,,,,,
Scope 1/1, Sample 2/8 (HT1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-49.1,22.3,NaN,,,,,,
0.0200,14,-65.4,22.4,0.0015,,,,,,
0.0400,17,-65.8,22.4,0.0065,,,,,,
0.0900,33,-61.0,22.4,0.0030,,,,,,
0.2150,63,-39.1,22.3,0.0040,,,,,,
0.2645,94,-20.5,22.3,0.0015,,,,,,
0.2845,112,-13.6,22.2,0.0010,,,,,,
0.3345,134,-2.4,22.2,0.0025,,,,,,
0.4450,164,11.6,22.1,0.0035,,,,,,
0.6450,195,31.3,22.1,0.0065,90.03,1.95,,,,NaN
0.8450,225,49.2,22.1,0.0065,69.47,1.84,,,,NaN
1.0425,252,64.7,22.0,0.0070,74.77,1.87,,,,NaN
1.2425,277,79.4,22.0,0.0080,109.73,2.04,,,,NaN
1.4425,305,103.7,21.9,0.0070,188.73,2.28,,,,NaN
1.4825,440,112.9,21.8,0.0005,231.70,2.36,,,,NaN
1.5025,454,116.9,21.7,0.0015,260.66,2.42,,,,NaN
1.5480,471,128.8,21.7,0.0025,314.86,2.50,,,,NaN
1.5710,485,136.6,21.7,0.0015,338.74,2.53,,,,NaN
