Task,T944
Scope 1/1, Sample 1/9 (Junk)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-30.2,19.9,NaN,,,,,,
0.0200,16,-59.6,19.9,0.0015,,,,,,
0.0400,19,-60.0,19.9,0.0070,,,,,,
0.0900,40,-52.8,19.9,0.0025,,,,,,
0.1530,70,-38.0,19.9,0.0020,,,,,,
0.1940,101,-23.4,19.9,0.0015,,,,,,
0.2235,126,-13.5,19.9,0.0010,,,,,,
0.2740,150,-2.4,19.9,0.0020,,,,,,
0.3870,181,11.6,19.9,0.0035,,,,,,
0.5870,211,30.2,19.9,0.0065,87.31,1.94,,,,NaN
0.7870,241,48.9,19.9,0.0065,78.46,1.89,,,,NaN
0.9560,271,65.2,19.9,0.0055,98.47,1.99,,,,NaN
1.1165,297,80.8,19.9,0.0060,141.62,2.15,,,,NaN
1.2805,326,106.5,19.9,0.0055,228.44,2.36,,,,NaN
1.3120,465,114.0,19.8,0.0000,280.38,2.45,,,,NaN
1.3345,480,119.7,19.8,0.0015,319.24,2.50,,,,NaN
1.3635,498,129.6,19.8,0.0015,356.00,2.55,,,,NaN
1.3835,514,137.8,19.8,0.0015,387.09,2.59,,,,NaN
1.4035,528,147.2,19.8,0.0015,447.77,2.65,,,,NaN
1.4235,540,156.7,19.8,0.0015,430.71,2.63,,,,NaN
1.4435,551,165.7,19.8,0.0020,376.55,2.58,,,,NaN
1.4635,562,173.4,19.8,0.0020,328.52,2.52,,,,NaN
1.4885,571,180.9,19.8,0.0030,286.87,2.46,,,,NaN
1.5220,578,188.6,19.8,0.0045,236.30,2.37,,,,NaN
1.5675,586,196.6,19.8,0.0060,,,,,,
1.6265,594,204.4,19.8,0.0075,,,,,,
1.7080,601,212.3,19.8,0.0110,,,,,,
1.8200,608,220.2,19.8,0.0155,,,,,,
1.9750,615,228.3,19.8,0.0210,,,,,,
Scope 1/1, Sample 2/9 (POC-391_20200107_8)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,12.5,15.4,NaN,,,,,,
0.0200,28,-45.7,15.3,0.0005,,,,,,
0.0400,31,-46.5,15.3,0.0075,,,,,,
0.0900,60,-37.7,15.4,0.0015,,,,,,
0.1315,90,-24.7,15.5,0.0015,,,,,,
0.1600,120,-13.2,15.6,0.0010,,,,,,
0.1910,143,-5.8,15.6,0.0015,,,,,,
0.2685,165,3.2,15.7,0.0035,,,,,,
0.4625,195,19.2,15.7,0.0065,,,,,,
0.6625,225,36.5,15.8,0.0065,86.01,1.93,,,,NaN
0.8390,256,54.8,15.9,0.0060,105.95,2.03,,,,NaN
0.9680,286,71.2,16.0,0.0045,129.08,2.11,,,,NaN
1.0705,311,83.8,16.0,0.0040,155.25,2.19,,,,NaN
1.2040,335,104.1,16.1,0.0055,213.18,2.33,,,,NaN
1.2465,476,113.2,16.3,0.0005,259.60,2.41,,,,NaN
