Task,T1221
Scope 1/1, Sample 1/9 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-30.0,19.6,NaN,,,,,,
0.0200,19,-65.9,19.6,0.0010,,,,,,
0.0400,22,-66.3,19.6,0.0060,,,,,,
0.0900,39,-60.6,19.6,0.0030,,,,,,
0.1860,70,-40.9,19.6,0.0030,,,,,,
0.2300,100,-21.8,19.6,0.0015,,,,,,
0.2500,126,-11.2,19.6,0.0010,,,,,,
0.2750,146,-4.8,19.6,0.0010,,,,,,
0.3375,163,3.3,19.6,0.0035,,,,,,
0.4935,193,20.5,19.6,0.0050,,,,,,
0.6615,224,37.8,19.6,0.0055,90.63,1.96,,,,NaN
0.8290,254,56.0,19.6,0.0055,111.87,2.05,,,,NaN
0.9670,284,72.7,19.6,0.0045,152.25,2.18,,,,NaN
1.0875,314,91.5,19.6,0.0040,216.49,2.34,,,,NaN
1.1660,339,109.2,19.6,0.0030,299.36,2.48,,,,NaN
1.1905,477,116.4,19.6,0.0000,348.80,2.54,,,,NaN
1.2115,495,123.3,19.6,0.0010,378.61,2.58,,,,NaN
1.2330,512,132.0,19.6,0.0015,408.11,2.61,,,,NaN
1.2530,530,142.6,19.6,0.0010,473.67,2.68,,,,NaN
1.2730,544,153.7,19.6,0.0015,494.42,2.69,,,,NaN
1.2930,558,163.9,19.6,0.0015,436.22,2.64,,,,NaN
1.3130,569,172.6,19.6,0.0020,371.45,2.57,,,,NaN
1.3350,579,180.2,19.6,0.0020,324.55,2.51,,,,NaN
1.3635,587,187.9,19.6,0.0035,272.44,2.44,,,,NaN
1.4020,596,195.7,19.6,0.0045,,,,,,
1.4540,604,203.6,19.6,0.0065,,,,,,
1.5235,611,211.4,19.6,0.0100,,,,,,
1.6210,618,219.4,19.6,0.0145,,,,,,
1.7545,625,227.5,19.6,0.0200,,,,,,
Scope 1/1, Sample 2/9 (POC-42_20201106_9)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,14.3,19.2,NaN,,,,,,
0.0200,28,-49.6,19.3,0.0005,,,,,,
0.0400,31,-50.4,19.3,0.0075,,,,,,
0.0900,61,-39.1,19.3,0.0015,,,,,,
0.1150,90,-28.2,19.3,0.0010,,,,,,
0.1350,114,-20.1,19.3,0.0010,,,,,,
0.1770,144,-7.8,19.3,0.0015,,,,,,
0.2530,169,3.3,19.3,0.0030,,,,,,
0.4430,199,22.0,19.3,0.0065,,,,,,
0.6430,229,41.0,19.3,0.0065,97.75,1.99,,,,NaN
0.8175,260,63.4,19.3,0.0055,144.40,2.16,,,,NaN
0.9090,290,79.9,19.3,0.0030,185.42,2.27,,,,NaN
0.9725,316,91.3,19.3,0.0025,222.52,2.35,,,,NaN
1.0605,342,110.1,19.3,0.0035,295.98,2.47,,,,NaN
1.0920,482,119.6,19.3,0.0000,344.68,2.54,,,,NaN
1.1120,500,126.3,19.3,0.0010,363.33,2.56,,,,NaN
1.1335,520,135.5,19.3,0.0010,401.66,2.60,,,,NaN
1.1535,537,145.3,19.3,0.0010,449.11,2.65,,,,NaN
1.1735,552,155.5,19.3,0.0015,458.77,2.66,,,,NaN
1.1935,564,165.1,19.3,0.0015,403.55,2.61,,,,NaN
1.2135,575,172.9,19.3,0.0020,349.50,2.54,,,,NaN
1.2380,586,180.9,19.3,0.0020,302.87,2.48,,,,NaN
1.2675,594,188.4,19.3,0.0035,254.99,2.41,,,,NaN
1.3080,602,196.3,19.3,0.0050,,,,,,
1.3625,611,204.2,19.3,0.0065,,,,,,
1.4355,618,212.0,19.3,0.0105,,,,,,
1.5385,625,220.1,19.3,0.0145,,,,,,
1.6735,632,227.9,19.3,0.0190,,,,,,
Scope 1/1, Sample 3/9 (POR-240_20201102_2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,24.1,19.0,NaN,,,,,,
0.0200,28,-44.6,19.0,0.0005,,,,,,
0.0400,31,-45.7,19.0,0.0075,,,,,,
0.0900,61,-35.6,19.0,0.0015,,,,,,
0.1215,91,-23.3,19.0,0.0010,,,,,,
0.1430,114,-15.4,19.1,0.0010,,,,,,
0.1885,145,-3.6,19.1,0.0015,,,,,,
0.2765,160,3.3,19.1,0.0060,,,,,,
0.4765,190,21.8,19.1,0.0065,,,,,,
0.6260,220,39.2,19.1,0.0050,104.32,2.02,,,,NaN
0.7350,250,53.2,19.1,0.0035,117.72,2.07,,,,NaN
0.8480,281,67.2,19.1,0.0035,137.91,2.14,,,,NaN
0.9825,310,84.8,19.1,0.0045,169.28,2.23,,,,NaN
1.0980,336,104.2,19.1,0.0045,234.67,2.37,,,,NaN
1.1350,476,112.5,19.2,0.0005,283.29,2.45,,,,NaN
1.1615,499,119.9,19.2,0.0010,322.05,2.51,,,,NaN
1.1850,518,127.3,19.2,0.0010,351.06,2.55,,,,NaN
1.2070,538,136.4,19.2,0.0010,391.60,2.59,,,,NaN
1.2270,554,145.8,19.2,0.0010,451.29,2.65,,,,NaN
1.2470,570,155.9,19.2,0.0015,440.95,2.64,,,,NaN
1.2670,582,165.0,19.2,0.0015,386.98,2.59,,,,NaN
1.2870,594,172.6,19.2,0.0015,336.22,2.53,,,,NaN
1.3120,603,180.4,19.2,0.0030,292.71,2.47,,,,NaN
1.3440,612,188.1,19.2,0.0035,243.30,2.39,,,,NaN
1.3865,620,195.9,19.2,0.0050,,,,,,
1.4430,628,203.7,19.2,0.0065,,,,,,
1.5225,636,211.7,19.2,0.0095,,,,,,
1.6290,644,219.6,19.2,0.0135,,,,,,
1.7760,652,227.6,19.2,0.0185,,,,,,
Scope 1/1, Sample 4/9 (Initial2_20201105_8)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,10.5,18.9,NaN,,,,,,
0.0200,28,-52.6,18.9,0.0005,,,,,,
0.0400,31,-53.3,18.9,0.0075,,,,,,
0.0900,57,-45.0,19.0,0.0020,,,,,,
0.1375,87,-31.0,19.0,0.0015,,,,,,
0.1680,117,-18.4,19.0,0.0010,,,,,,
0.1955,143,-9.9,19.0,0.0010,,,,,,
0.2645,164,-0.2,19.0,0.0035,,,,,,
0.4370,194,16.0,19.0,0.0060,,,,,,
0.6370,224,33.7,19.0,0.0065,,,,,,
0.8275,254,53.4,19.0,0.0065,108.62,2.04,,,,NaN
0.9610,285,70.7,19.1,0.0045,143.04,2.16,,,,NaN
1.0590,314,85.9,19.1,0.0035,179.12,2.25,,,,NaN
1.1450,336,98.7,19.1,0.0040,223.29,2.35,,,,NaN
1.2565,360,125.6,19.1,0.0045,324.90,2.51,,,,NaN
1.2770,501,133.1,19.1,0.0000,349.70,2.54,,,,NaN
1.2970,518,141.4,19.1,0.0010,353.07,2.55,,,,NaN
1.3170,534,150.6,19.2,0.0010,382.18,2.58,,,,NaN
1.3370,548,160.0,19.2,0.0015,410.29,2.61,,,,NaN
1.3570,561,168.4,19.2,0.0015,351.69,2.55,,,,NaN
1.3785,571,175.8,19.2,0.0020,310.09,2.49,,,,NaN
1.4070,581,183.5,19.2,0.0030,265.91,2.42,,,,NaN
1.4450,590,191.6,19.2,0.0045,214.49,2.33,,,,NaN
1.4925,598,199.2,19.2,0.0060,,,,,,
1.5590,606,207.1,19.2,0.0085,,,,,,
1.6500,614,215.0,19.2,0.0120,,,,,,
1.7740,622,223.0,19.2,0.0165,,,,,,
1.9450,629,230.9,19.2,0.0240,,,,,,
Scope 1/1, Sample 5/9 (Initial2_20201102_1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,29.0,18.9,NaN,,,,,,
0.0200,27,-40.9,18.9,0.0005,,,,,,
0.0400,32,-42.6,18.9,0.0045,,,,,,
0.0900,62,-34.3,18.9,0.0015,,,,,,
0.1400,92,-20.0,18.9,0.0015,,,,,,
0.1720,120,-9.6,19.0,0.0010,,,,,,
0.2150,143,-1.5,19.0,0.0020,,,,,,
0.3225,152,3.5,19.0,0.0115,,,,,,
0.5225,182,21.7,19.0,0.0065,,,,,,
0.6770,213,37.8,19.0,0.0050,95.81,1.98,,,,NaN
0.8110,243,52.6,19.0,0.0045,109.24,2.04,,,,NaN
0.9475,273,68.1,19.0,0.0045,125.64,2.10,,,,NaN
1.0840,303,83.6,19.1,0.0045,149.28,2.17,,,,NaN
1.2255,331,105.3,19.1,0.0050,214.94,2.33,,,,NaN
1.2640,473,113.0,19.1,0.0005,260.29,2.42,,,,NaN
1.2945,494,120.7,19.1,0.0015,300.98,2.48,,,,NaN
1.3195,514,128.4,19.1,0.0015,329.69,2.52,,,,NaN
1.3410,533,136.6,19.1,0.0010,359.25,2.56,,,,NaN
1.3610,550,145.4,19.1,0.0010,417.72,2.62,,,,NaN
1.3810,566,154.6,19.2,0.0015,414.66,2.62,,,,NaN
1.4010,579,162.9,19.2,0.0015,369.99,2.57,,,,NaN
1.4220,591,170.8,19.2,0.0020,322.72,2.51,,,,NaN
1.4455,601,177.9,19.2,0.0025,284.48,2.45,,,,NaN
1.4780,611,185.9,19.2,0.0035,238.13,2.38,,,,NaN
1.5185,620,193.5,19.2,0.0045,191.03,2.28,,,,NaN
1.5755,629,201.4,19.2,0.0065,,,,,,
1.6515,637,209.2,19.2,0.0095,,,,,,
1.7570,645,217.3,19.2,0.0130,,,,,,
1.8995,653,225.2,19.2,0.0175,,,,,,
2.0955,661,232.9,19.2,0.0250,,,,,,
Scope 1/1, Sample 6/9 (ACR-390_20201105_7)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
