Task,T937
Scope 1/1, Sample 1/8 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-28.5,20.5,NaN,,,,,,
0.0200,19,-54.4,20.5,0.0010,,,,,,
0.0400,22,-54.8,20.5,0.0070,,,,,,
0.0900,44,-47.3,20.5,0.0025,,,,,,
0.1475,74,-33.1,20.5,0.0020,,,,,,
0.1865,105,-20.0,20.5,0.0015,,,,,,
0.2210,128,-10.9,20.5,0.0015,,,,,,
0.3000,158,3.1,20.5,0.0025,,,,,,
0.4320,188,18.2,20.5,0.0045,,,,,,
0.6320,218,35.5,20.5,0.0065,80.45,1.91,,,,NaN
0.8320,249,53.2,20.5,0.0065,73.64,1.87,,,,NaN
1.0085,279,68.7,20.5,0.0060,90.46,1.96,,,,NaN
1.1915,303,84.9,20.5,0.0075,133.43,2.13,,,,NaN
1.3710,330,112.1,20.5,0.0065,220.37,2.34,,,,NaN
1.4020,467,119.4,20.4,0.0000,267.80,2.43,,,,NaN
1.4235,482,125.0,20.4,0.0015,301.19,2.48,,,,NaN
1.4520,498,134.1,20.4,0.0020,331.08,2.52,,,,NaN
1.4720,512,141.9,20.4,0.0015,359.10,2.56,,,,NaN
1.4920,524,150.4,20.4,0.0015,405.56,2.61,,,,NaN
1.5120,536,158.8,20.4,0.0015,385.99,2.59,,,,NaN
1.5320,546,166.8,20.4,0.0020,342.25,2.53,,,,NaN
1.5530,556,174.1,20.4,0.0020,301.78,2.48,,,,NaN
1.5790,566,181.4,20.4,0.0025,264.14,2.42,,,,NaN
1.6145,574,189.1,20.4,0.0040,218.37,2.34,,,,NaN
1.6625,582,197.2,20.4,0.0055,,,,,,
1.7235,591,204.7,20.4,0.0070,,,,,,
1.8110,599,212.8,20.4,0.0115,,,,,,
1.9270,606,220.7,20.4,0.0165,,,,,,
2.0890,614,228.7,20.4,0.0215,,,,,,
Scope 1/1, Sample 2/8 (HT 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-41.0,22.7,NaN,,,,,,
0.0200,15,-61.7,22.8,0.0015,,,,,,
0.0400,18,-62.0,22.8,0.0060,,,,,,
0.0900,42,-53.6,22.7,0.0020,,,,,,
0.1355,71,-42.5,22.7,0.0015,,,,,,
0.1805,101,-29.0,22.6,0.0015,,,,,,
0.2240,131,-15.1,22.6,0.0015,,,,,,
0.2715,158,-3.0,22.6,0.0015,,,,,,
0.3495,170,3.4,22.6,0.0065,,,,,,
0.5445,200,27.4,22.5,0.0065,,,,,,
0.6320,230,41.7,22.5,0.0030,,,,,,
0.7060,252,48.9,22.4,0.0035,75.48,1.88,,,,NaN
0.8910,256,57.3,22.4,0.0485,82.66,1.92,,,,NaN
1.0910,286,79.5,22.4,0.0065,133.49,2.13,,,,NaN
1.1955,309,93.9,22.4,0.0045,192.18,2.28,,,,NaN
1.2880,332,113.4,22.3,0.0040,282.23,2.45,,,,NaN
1.3130,467,120.6,22.2,0.0000,317.39,2.50,,,,NaN
1.3335,481,127.1,22.2,0.0015,344.02,2.54,,,,NaN
1.3565,496,135.9,22.1,0.0015,371.62,2.57,,,,NaN
1.3765,509,144.9,22.1,0.0015,419.66,2.62,,,,NaN
1.3965,522,154.5,22.1,0.0015,431.97,2.64,,,,NaN
1.4165,535,163.6,22.1,0.0015,385.14,2.59,,,,NaN
1.4365,544,171.1,22.1,0.0025,335.61,2.53,,,,NaN
1.4620,552,179.3,22.1,0.0030,291.35,2.46,,,,NaN
1.4905,561,186.5,22.1,0.0035,249.16,2.40,,,,NaN
1.5320,568,194.3,22.1,0.0060,196.84,2.29,,,,NaN
1.5875,576,202.3,22.1,0.0075,,,,,,
1.6605,583,210.1,22.1,0.0105,,,,,,
1.7630,590,218.1,22.0,0.0135,,,,,,
1.9030,598,226.0,22.0,0.0180,,,,,,
2.0950,605,234.0,22.0,0.0260,,,,,,
Scope 1/1, Sample 3/8 (HT 2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-38.9,22.2,NaN,,,,,,
0.0200,16,-61.8,22.3,0.0010,,,,,,
0.0400,19,-62.2,22.3,0.0060,,,,,,
0.0900,41,-54.6,22.3,0.0025,,,,,,
0.1455,71,-41.1,22.2,0.0020,,,,,,
0.1870,101,-27.5,22.2,0.0015,,,,,,
0.2230,129,-16.1,22.2,0.0015,,,,,,
0.2750,157,-3.5,22.1,0.0020,,,,,,
0.3615,161,3.7,22.1,0.0195,,,,,,
0.5615,192,26.4,22.1,0.0065,,,,,,
0.6645,222,42.0,22.1,0.0035,90.51,1.96,,,,NaN
0.7440,247,50.9,22.0,0.0030,87.63,1.94,,,,NaN
0.9370,277,65.8,22.0,0.0065,99.09,2.00,,,,NaN
1.1370,306,85.0,22.0,0.0070,153.55,2.19,,,,NaN
