Task,T433
Scope 1/1, Sample 1/9 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-53.1,21.7,NaN,,,,,,
0.0200,12,-66.9,21.7,0.0015,,,,,,
0.0400,16,-67.2,21.7,0.0055,,,,,,
0.0900,39,-57.3,21.7,0.0020,,,,,,
0.1225,61,-48.5,21.7,0.0015,,,,,,
0.1660,91,-33.4,21.7,0.0015,,,,,,
0.2015,116,-21.2,21.7,0.0015,,,,,,
0.2490,143,-8.2,21.7,0.0020,,,,,,
0.3225,164,3.3,21.7,0.0035,,,,,,
0.5010,194,27.1,21.7,0.0060,108.47,2.04,,,,NaN
0.6420,225,45.0,21.7,0.0045,83.12,1.92,,,,NaN
0.7745,250,57.5,21.7,0.0055,90.08,1.95,,,,NaN
0.9745,280,76.3,21.7,0.0065,170.06,2.23,,,,NaN
1.1445,311,111.2,21.7,0.0055,327.76,2.52,,,,NaN
1.1645,446,121.3,21.7,0.0000,364.40,2.56,,,,NaN
1.1845,462,129.3,21.7,0.0015,371.48,2.57,,,,NaN
1.2100,476,141.3,21.7,0.0020,369.38,2.57,,,,NaN
1.2300,489,151.1,21.7,0.0015,435.69,2.64,,,,NaN
1.2500,500,159.8,21.7,0.0020,372.95,2.57,,,,NaN
1.2705,510,167.4,21.7,0.0020,323.48,2.51,,,,NaN
1.2950,519,174.8,21.7,0.0025,283.82,2.45,,,,NaN
1.3285,528,182.4,21.7,0.0035,234.35,2.37,,,,NaN
1.3745,536,190.5,21.7,0.0060,180.97,2.26,,,,NaN
1.4340,544,198.2,21.7,0.0075,,,,,,
1.5170,552,206.3,21.7,0.0110,,,,,,
1.6265,558,214.1,21.7,0.0170,,,,,,
1.7790,566,222.1,21.7,0.0185,,,,,,
1.9790,573,229.8,21.7,0.0280,,,,,,
Scope 1/1, Sample 2/9 (TANK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-51.0,21.7,NaN,,,,,,
0.0200,14,-66.5,21.7,0.0015,,,,,,
0.0400,17,-66.7,21.7,0.0065,,,,,,
0.0900,42,-56.3,21.7,0.0020,,,,,,
0.1195,64,-47.8,21.7,0.0015,,,,,,
0.1600,94,-33.7,21.7,0.0015,,,,,,
0.1980,120,-20.9,21.7,0.0015,,,,,,
0.2470,146,-7.8,21.7,0.0020,,,,,,
0.3230,166,3.5,21.7,0.0035,,,,,,
0.5130,197,28.6,21.7,0.0060,106.78,2.03,,,,NaN
0.6490,227,47.1,21.7,0.0045,86.41,1.94,,,,NaN
0.7640,250,57.1,21.7,0.0050,91.18,1.96,,,,NaN
0.9640,280,76.1,21.7,0.0065,165.38,2.22,,,,NaN
1.1185,310,105.4,21.7,0.0050,307.31,2.49,,,,NaN
1.1395,445,114.9,21.7,0.0000,349.18,2.54,,,,NaN
1.1595,461,122.0,21.7,0.0015,366.03,2.56,,,,NaN
1.1885,476,134.7,21.7,0.0020,382.01,2.58,,,,NaN
1.2085,490,144.6,21.7,0.0015,441.52,2.64,,,,NaN
1.2285,503,154.1,21.7,0.0015,409.96,2.61,,,,NaN
1.2485,513,162.4,21.7,0.0020,355.09,2.55,,,,NaN
1.2705,522,170.1,21.7,0.0025,309.35,2.49,,,,NaN
1.2975,532,177.5,21.7,0.0030,268.83,2.43,,,,NaN
1.3345,541,185.2,21.7,0.0045,216.05,2.33,,,,NaN
1.3855,548,193.2,21.7,0.0075,164.66,2.22,,,,NaN
1.4520,556,201.1,21.7,0.0085,,,,,,
1.5415,564,209.0,21.7,0.0110,,,,,,
1.6660,572,216.9,21.7,0.0160,,,,,,
1.8355,579,224.9,21.7,0.0230,,,,,,
2.0355,586,231.9,21.7,0.0270,,,,,,
Scope 1/1, Sample 3/9 (TANK2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-49.5,21.7,NaN,,,,,,
0.0200,13,-66.3,21.7,0.0015,,,,,,
0.0400,16,-66.6,21.7,0.0060,,,,,,
0.0900,43,-55.9,21.7,0.0020,,,,,,
0.1180,64,-48.4,21.7,0.0015,,,,,,
0.1650,94,-32.4,21.7,0.0015,,,,,,
0.2025,121,-19.1,21.7,0.0015,,,,,,
0.2455,145,-8.3,21.7,0.0020,,,,,,
0.3350,164,3.5,21.7,0.0045,,,,,,
0.5350,194,30.0,21.7,0.0065,,,,,,
0.6555,224,47.0,21.7,0.0040,82.95,1.92,,,,NaN
0.7630,228,52.5,21.7,0.0240,92.50,1.97,,,,NaN
0.9630,259,75.0,21.7,0.0065,169.31,2.23,,,,NaN
1.0635,287,92.5,21.7,0.0035,257.22,2.41,,,,NaN
1.1235,310,108.9,21.7,0.0025,342.12,2.53,,,,NaN
1.1435,446,117.3,21.7,0.0000,367.66,2.57,,,,NaN
1.1635,462,124.9,21.7,0.0015,383.70,2.58,,,,NaN
1.1865,477,135.5,21.7,0.0015,429.42,2.63,,,,NaN
1.2065,492,145.7,21.7,0.0015,458.64,2.66,,,,NaN
