Task,T499
Scope 1/1, Sample 1/4 (JUNK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-48.1,24.5,NaN,,,,,,
0.0200,14,-65.2,24.6,0.0015,,,,,,
0.0400,18,-65.6,24.6,0.0055,,,,,,
0.0900,41,-57.1,24.5,0.0020,,,,,,
0.1335,70,-45.6,24.5,0.0015,,,,,,
0.1730,100,-32.9,24.5,0.0015,,,,,,
0.2135,129,-19.6,24.5,0.0015,,,,,,
0.2615,156,-7.3,24.5,0.0020,,,,,,
0.3420,175,3.4,24.5,0.0045,,,,,,
0.5420,205,29.3,24.4,0.0065,98.82,1.99,,,,NaN
0.6705,235,46.2,24.4,0.0045,79.43,1.90,,,,NaN
0.7905,260,58.0,24.4,0.0050,81.75,1.91,,,,NaN
0.9905,264,71.3,24.4,0.0515,148.46,2.17,,,,NaN
1.1905,294,111.1,24.4,0.0065,321.08,2.51,,,,NaN
1.2105,429,121.4,24.3,0.0000,354.20,2.55,,,,NaN
1.2305,442,128.3,24.3,0.0015,358.83,2.55,,,,NaN
1.2640,458,143.6,24.3,0.0020,364.30,2.56,,,,NaN
1.2840,471,153.3,24.3,0.0015,419.28,2.62,,,,NaN
1.3040,483,161.6,24.3,0.0015,363.98,2.56,,,,NaN
1.3265,493,169.8,24.3,0.0020,313.76,2.50,,,,NaN
1.3515,502,177.1,24.3,0.0030,275.81,2.44,,,,NaN
1.3860,511,185.0,24.3,0.0040,228.95,2.36,,,,NaN
1.4310,519,192.7,24.3,0.0055,179.12,2.25,,,,NaN
1.4935,527,200.8,24.3,0.0075,,,,,,
1.5750,535,208.6,24.3,0.0100,,,,,,
1.6880,542,216.5,24.3,0.0160,,,,,,
1.8425,550,224.5,24.3,0.0195,,,,,,
2.0425,557,232.0,24.3,0.0300,,,,,,
Scope 1/1, Sample 2/4 (TANK1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-43.3,24.4,NaN,,,,,,
0.0200,16,-65.1,24.4,0.0010,,,,,,
0.0400,19,-65.5,24.4,0.0060,,,,,,
0.0900,44,-56.8,24.4,0.0020,,,,,,
0.1325,72,-45.9,24.4,0.0015,,,,,,
0.1750,102,-32.1,24.4,0.0015,,,,,,
0.2140,131,-19.4,24.3,0.0015,,,,,,
0.2620,158,-7.1,24.3,0.0015,,,,,,
0.3430,173,3.5,24.3,0.0055,,,,,,
0.5430,203,29.1,24.3,0.0065,95.43,1.98,,,,NaN
0.6700,234,46.6,24.3,0.0040,74.82,1.87,,,,NaN
0.7785,258,56.7,24.3,0.0045,72.47,1.86,,,,NaN
0.9785,262,66.5,24.3,0.0445,135.76,2.13,,,,NaN
1.1785,293,105.0,24.3,0.0065,307.12,2.49,,,,NaN
1.1985,418,115.3,24.2,0.0000,336.34,2.53,,,,NaN
1.2185,433,121.2,24.2,0.0015,347.65,2.54,,,,NaN
1.2655,451,140.9,24.2,0.0025,374.35,2.57,,,,NaN
1.2855,464,150.6,24.2,0.0015,408.15,2.61,,,,NaN
1.3055,476,159.2,24.2,0.0015,374.06,2.57,,,,NaN
1.3265,487,167.3,24.2,0.0020,323.85,2.51,,,,NaN
1.3500,497,174.7,24.2,0.0025,282.77,2.45,,,,NaN
1.3810,506,182.3,24.2,0.0035,244.55,2.39,,,,NaN
1.4235,515,190.2,24.2,0.0050,192.64,2.28,,,,NaN
1.4805,522,198.2,24.2,0.0075,,,,,,
1.5545,530,206.0,24.2,0.0085,,,,,,
1.6575,538,213.9,24.2,0.0120,,,,,,
1.7980,546,221.8,24.2,0.0180,,,,,,
1.9920,553,229.9,24.2,0.0280,,,,,,
Scope 1/1, Sample 3/4 (TANK2)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-42.7,24.0,NaN,,,,,,
0.0200,17,-65.3,24.0,0.0010,,,,,,
0.0400,20,-65.8,24.0,0.0075,,,,,,
0.0900,43,-57.5,24.0,0.0020,,,,,,
0.1370,73,-45.1,24.0,0.0015,,,,,,
0.1745,103,-32.6,24.0,0.0010,,,,,,
0.2130,132,-20.2,24.0,0.0015,,,,,,
0.2640,161,-7.4,24.0,0.0020,,,,,,
0.3460,178,3.4,24.0,0.0045,,,,,,
0.5460,209,27.8,24.0,0.0065,,,,,,
0.6885,239,47.3,24.0,0.0050,75.72,1.88,,,,NaN
0.7925,243,51.8,24.0,0.0265,83.08,1.92,,,,NaN
0.9925,273,74.5,24.0,0.0065,151.55,2.18,,,,NaN
1.0920,277,85.7,24.0,0.0260,215.71,2.33,,,,NaN
1.2345,307,125.3,23.9,0.0045,364.59,2.56,,,,NaN
1.2545,441,135.7,23.9,0.0000,362.18,2.56,,,,NaN
1.2745,455,144.9,23.9,0.0015,346.37,2.54,,,,NaN
1.2945,468,154.4,23.9,0.0015,381.24,2.58,,,,NaN
1.3145,480,162.5,23.9,0.0015,374.33,2.57,,,,NaN
1.3375,489,170.4,23.9,0.0025,313.48,2.50,,,,NaN
1.3645,498,178.2,23.9,0.0030,268.12,2.43,,,,NaN
1.3980,507,185.5,23.9,0.0035,222.33,2.35,,,,NaN
1.4465,515,193.5,23.9,0.0060,171.61,2.23,,,,NaN
1.5105,523,201.4,23.9,0.0075,,,,,,
1.5965,531,209.3,23.9,0.0105,,,,,,
1.7140,539,217.2,23.9,0.0150,,,,,,
1.8750,546,225.1,23.9,0.0235,,,,,,
2.0750,552,232.5,23.9,0.0335,,,,,,
Scope 1/1, Sample 4/4 (TANK3)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-45.0,23.7,NaN,,,,,,
0.0200,16,-65.4,23.7,0.0015,,,,,,
0.0400,19,-65.8,23.7,0.0070,,,,,,
0.0900,42,-57.5,23.7,0.0020,,,,,,
0.1375,72,-44.9,23.7,0.0015,,,,,,
0.1745,103,-32.4,23.7,0.0010,,,,,,
0.2115,130,-20.5,23.7,0.0015,,,,,,
0.2645,158,-7.1,23.7,0.0020,,,,,,
0.3440,176,3.4,23.7,0.0045,,,,,,
0.5430,206,28.4,23.7,0.0065,,,,,,
0.6765,236,46.3,23.7,0.0045,82.88,1.92,,,,NaN
0.7885,240,53.6,23.7,0.0275,87.35,1.94,,,,NaN
0.9885,270,74.1,23.7,0.0065,142.51,2.15,,,,NaN
1.1110,297,91.2,23.7,0.0045,222.39,2.35,,,,NaN
1.1945,320,111.3,23.7,0.0035,320.35,2.51,,,,NaN
1.2145,454,119.4,23.6,0.0000,346.61,2.54,,,,NaN
1.2345,469,126.5,23.6,0.0015,361.74,2.56,,,,NaN
1.2605,484,137.9,23.6,0.0020,395.92,2.60,,,,NaN
1.2805,498,147.7,23.6,0.0015,436.46,2.64,,,,NaN
1.3005,510,156.6,23.6,0.0015,394.38,2.60,,,,NaN
1.3205,521,164.8,23.6,0.0020,343.93,2.54,,,,NaN
1.3420,530,171.7,23.6,0.0025,303.41,2.48,,,,NaN
