Task,T1077
Scope 1/1, Sample 1/9 (JUNK 1)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,-49.2,19.0,NaN,,,,,,
0.0200,13,-69.6,19.0,0.0015,,,,,,
0.0400,16,-70.1,19.0,0.0070,,,,,,
0.0900,26,-67.9,19.0,0.0050,,,,,,
0.2150,56,-51.7,19.0,0.0040,,,,,,
0.2905,86,-34.4,19.0,0.0025,,,,,,
0.3300,116,-19.4,19.0,0.0015,,,,,,
0.3555,138,-11.5,19.0,0.0010,,,,,,
0.4185,158,-1.1,19.0,0.0030,,,,,,
0.5760,188,15.0,19.0,0.0050,,,,,,
0.7760,218,32.3,19.1,0.0065,77.01,1.89,,,,NaN
0.9760,248,48.5,19.1,0.0065,68.84,1.84,,,,NaN
1.1760,279,63.6,19.1,0.0065,79.07,1.90,,,,NaN
1.3760,309,80.1,19.1,0.0070,112.07,2.05,,,,NaN
1.5640,338,102.9,19.1,0.0065,177.31,2.25,,,,NaN
1.6090,473,111.2,19.1,0.0005,215.70,2.33,,,,NaN
1.6375,480,116.3,19.1,0.0045,248.57,2.40,,,,NaN
1.6845,498,128.8,19.1,0.0025,302.23,2.48,,,,NaN
1.7045,514,135.3,19.1,0.0015,320.74,2.51,,,,NaN
1.7250,530,142.9,19.1,0.0015,364.88,2.56,,,,NaN
1.7450,544,151.1,19.1,0.0015,394.80,2.60,,,,NaN
1.7650,557,159.5,19.1,0.0015,378.78,2.58,,,,NaN
1.7850,567,167.2,19.1,0.0020,334.92,2.52,,,,NaN
1.8070,578,174.6,19.1,0.0020,295.59,2.47,,,,NaN
1.8350,588,182.3,19.1,0.0030,257.81,2.41,,,,NaN
1.8705,596,190.1,19.1,0.0045,215.37,2.33,,,,NaN
1.9160,604,197.6,19.1,0.0060,,,,,,
1.9805,612,205.6,19.1,0.0085,,,,,,
2.0650,622,214.0,19.1,0.0080,,,,,,
2.1675,629,220.5,19.1,0.0140,,,,,,
2.3650,637,230.1,19.2,0.0260,,,,,,
Scope 1/1, Sample 2/9 (Initial-2_20200108_10)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,3.7,18.3,NaN,,,,,,
0.0200,28,-50.9,18.3,0.0005,,,,,,
0.0400,31,-51.1,18.3,0.0075,,,,,,
0.0900,61,-38.5,18.3,0.0015,,,,,,
0.1105,88,-28.6,18.4,0.0005,,,,,,
0.1305,113,-20.3,18.4,0.0010,,,,,,
0.1745,143,-6.8,18.4,0.0015,,,,,,
0.2460,161,3.3,18.4,0.0040,,,,,,
0.4250,191,21.9,18.4,0.0060,,,,,,
0.6250,222,42.5,18.5,0.0065,104.11,2.02,,,,NaN
0.7825,252,63.9,18.5,0.0055,136.54,2.14,,,,NaN
0.8715,281,78.7,18.5,0.0030,169.82,2.23,,,,NaN
0.9500,300,90.0,18.5,0.0040,206.33,2.31,,,,NaN
1.0795,324,118.1,18.5,0.0055,309.31,2.49,,,,NaN
1.1040,461,125.5,18.6,0.0000,356.49,2.55,,,,NaN
1.1240,477,133.4,18.6,0.0010,370.99,2.57,,,,NaN
1.1440,492,142.6,18.6,0.0015,395.64,2.60,,,,NaN
1.1640,506,152.8,18.6,0.0015,447.73,2.65,,,,NaN
1.1840,518,162.8,18.7,0.0015,424.30,2.63,,,,NaN
1.2040,529,171.3,18.7,0.0020,364.03,2.56,,,,NaN
1.2265,539,179.1,18.7,0.0025,317.39,2.50,,,,NaN
1.2550,547,186.9,18.7,0.0035,270.04,2.43,,,,NaN
1.2920,556,194.7,18.7,0.0045,216.47,2.34,,,,NaN
1.3410,564,202.3,18.7,0.0065,,,,,,
1.4110,571,210.5,18.7,0.0100,,,,,,
1.5010,579,218.3,18.7,0.0120,,,,,,
1.6285,586,226.3,18.7,0.0185,,,,,,
1.8025,593,234.3,18.7,0.0240,,,,,,
Scope 1/1, Sample 3/9 (POR-365_20200108_10)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,6.7,18.4,NaN,,,,,,
0.0200,28,-50.0,18.4,0.0005,,,,,,
0.0400,31,-50.5,18.4,0.0075,,,,,,
0.0900,61,-38.0,18.4,0.0015,,,,,,
0.1105,91,-27.0,18.5,0.0005,,,,,,
0.1305,116,-18.6,18.5,0.0010,,,,,,
0.1795,147,-5.0,18.5,0.0015,,,,,,
0.2660,177,8.8,18.5,0.0030,,,,,,
0.4420,207,26.7,18.5,0.0060,,,,,,
0.6420,237,46.4,18.6,0.0065,102.47,2.01,,,,NaN
0.8085,268,69.1,18.6,0.0055,153.01,2.18,,,,NaN
0.8935,298,85.7,18.6,0.0030,198.41,2.30,,,,NaN
0.9510,317,94.6,18.6,0.0030,236.77,2.37,,,,NaN
1.0810,339,128.3,18.6,0.0060,355.11,2.55,,,,NaN
1.1010,474,135.9,18.7,0.0000,373.00,2.57,,,,NaN
1.1210,489,145.9,18.7,0.0015,371.05,2.57,,,,NaN
1.1410,503,156.1,18.7,0.0015,417.59,2.62,,,,NaN
1.1610,515,166.2,18.7,0.0015,420.36,2.62,,,,NaN
1.1810,525,174.2,18.7,0.0020,351.24,2.55,,,,NaN
1.2065,535,182.3,18.7,0.0025,303.84,2.48,,,,NaN
1.2375,543,190.1,18.7,0.0040,253.33,2.40,,,,NaN
1.2790,551,198.0,18.7,0.0055,,,,,,
1.3330,558,205.6,18.7,0.0075,,,,,,
1.4105,566,213.8,18.7,0.0095,,,,,,
1.5120,573,221.6,18.8,0.0140,,,,,,
1.6555,581,229.7,18.8,0.0185,,,,,,
Scope 1/1, Sample 4/9 (POR-367_20200108_10)
Result,TitrationEQP1
V,t,E,T,dV/dt,dE/dV,log dE/dV,d?E/dV?,E acc. stat.,Volume acc. stat.,BETA
0.0000,0,4.5,18.5,NaN,,,,,,
0.0200,28,-49.5,18.5,0.0005,,,,,,
0.0400,31,-49.8,18.5,0.0075,,,,,,
0.0900,61,-36.4,18.5,0.0015,,,,,,
0.1100,91,-25.5,18.5,0.0005,,,,,,
0.1300,115,-17.4,18.6,0.0010,,,,,,
0.1800,146,-2.9,18.6,0.0015,,,,,,
0.2575,176,8.9,18.6,0.0025,,,,,,
0.4515,206,28.4,18.6,0.0065,,,,,,
0.6515,236,48.5,18.6,0.0065,102.13,2.01,,,,NaN
0.8095,267,70.4,18.7,0.0050,147.83,2.17,,,,NaN
0.8935,292,85.3,18.7,0.0035,189.88,2.28,,,,NaN
0.9640,314,96.9,18.7,0.0030,234.96,2.37,,,,NaN
1.0680,333,121.9,18.7,0.0055,334.16,2.52,,,,NaN
1.0910,470,130.1,18.8,0.0000,369.19,2.57,,,,NaN
